Autor_Canonico,Sigla
Francisco de Assis Zampirolli,WEI
Leandro Silva Galvão de Carvalho,WEI
Miguel Jonathan,WEI
Ronaldo Celso Messias Correia,WEI
Rebeca Motta,WEI
Mario Bonicenha,WEI
Claudia Susie Rodrigues,WEI
Cláudia Werner,WEI
Mateus Lima Alves,WEI
José Robertty de Freitas Costa,WEI
Carla Ilane Moreira Bezerra,WEI
Rodrigo Cândido Borges,WEI
Maria Márcia Bachion,WEI
Ecivaldo de Souza Matos,WEI
Monica de Sousa Massa,WEI
Andrea Charão,WEI
Ana Luísa V. Solórzano,WEI
Rafael G. Trindade,WEI
Jéssica Laisa,WEI
Eduardo Henrique,WEI
Wendell Oliveira,WEI
José Andersson S. da Silva,WEI
Sônia R. Fortes da Silva,WEI
Anselmo L. Gomes,WEI
Láıs V. Minchillo,WEI
Augusto Vellozo,WEI
Edson Borin,WEI
Juliana F. Borin,WEI
Josilene A. Moreira,WEI
Ricardo M. Silva,WEI
Maria Eulina P. Carvalho,WEI
Anderson Felinto Barbosa,WEI
Janderson Jason Barbosa Aguiar,WEI
Ronney Moreira de Castro,WEI
Arianne Sarmento Torcate,WEI
Marcos Uryel F. de Farias,WEI
Sônia R. Fortes da Silva,WEI
Cleiton Soares Martins,WEI
André Luís Alice Raabe,WEI
Elieser Ademir de Jesus,WEI
Eduardo A. da Silva,WEI
Natália Ellery Ribeiro Couto,WEI
Luciana Rita Guedes,WEI
Aleksander Sade Paterno,WEI
Dilson José Lins Rabêlo Júnior,WEI
Carlos de Salles Soares Neto,WEI
Antonio Carlos Raposo,WEI
Luis Alves dos Santos Neto,WEI
José Augusto Fabris,WEI
Soraia Silva Prietch,WEI
Kefferson Ricardi,WEI
Gustavo Kira,WEI
Luiz Ernesto Merkle,WEI
Luciana Mara Freitas Diniz,WEI
Leiva Casemiro Oliveira,WEI
Sílvio Roberto Fernandes,WEI
Fábio Cristiano Souza Oliveira,WEI
Danielle Juliana Silva Martins,WEI
Alessandra Luengo Latorre da Silva,WEI
Igor Steinmacher,WEI
Tayana Conte,WEI
Daniela Brauner,WEI
Raquel Janissek-Muniz,WEI
Lisandro Zambenedetti Granville,WEI
Karina Moura,WEI
Sandro Fetter,WEI
Gabriel Nazar,WEI
Silvino M. da Silva Junior,WEI
Sônia V. Alves França,WEI
Lucas F. Silva,WEI
Iago C. Corrêa,WEI
Andrea Charão,WEI
João V. F. Lima,WEI
Ronney Moreira de Castro,WEI
Sean Wolfgand Matsui Siqueira,WEI
Denilson Novais de Almeida,WEI
Felipe Calegario Nascimento,WEI
Ariane N. Rodrigues,WEI
Renato H. de Oliveira Lopes,WEI
Rafael G. Trindade,WEI
Andrea Schwertner Charão,WEI
Cassiano Andrei Dias da Silveira Schneider,WEI
Edmilson Barbalho C. Neto,WEI
Alba Sandyra Bezerra Lopes,WEI
Diego Silveira Costa Nascimento,WEI
Luiz Otávio Ramos Gavaza,WEI
Láıs do Nascimento Salvador,WEI
David Moises Barreto dos Santos,WEI
Rodrigo Elias Francisco,WEI
Cleon X. Pereira Júnior,WEI
Ana Paula Ambrósio,WEI
Michel Girotto Brum,WEI
Marcia E. J. Kniphoff da Cruz,WEI
Thais N. Viana,WEI
João C. P. da Silva,WEI
Carla A. D. M. Delgado,WEI
Carlos Eduardo da S. Martins,WEI
Fernando R. Gouvêa,WEI
Bianca L. Santana,WEI
José Solenir L. Figuerêdo,WEI
Roberto A. Bittencourt,WEI
Dorgival Netto,WEI
Luiz Mario Medeiros,WEI
Daniel de Pontes,WEI
Edilson de Morais,WEI
Bruno Lima,WEI
Guilherme Mattiello,WEI
Luis Galonetti,WEI
Murylo Lopes,WEI
Rhuan Costa,WEI
Andre R. Ortoncelli,WEI
Paulo Nardi,WEI
Andre T. Endo,WEI
Christiane G. von Wangenheim,WEI
Aldo von Wangenheim,WEI
Fernando S. Pacheco,WEI
Jean C. R. Hauck,WEI
Giani Petri,WEI
Christiane G. von Wangenheim,WEI
Adriano Ferreti Borgatto,WEI
Wagner dos Santos Marques,WEI
Paulo Silas Severo de Souza,WEI
Jaline Gonçalves Mombach,WEI
Euma Silva Santos,WEI
William Fabian Machado Vera,WEI
Ecivaldo de Souza Matos,WEI
Narci Nogueira da Silva,WEI
Marco Aurélio Graciotto Silva,WEI
Julia Godinho,WEI
Kathleen Torres,WEI
Gabriel Batista,WEI
Eduardo Andrade,WEI
Janaína Gomide,WEI
Juliana M. Oliveira dos Santos,WEI
Cíntia Mercês Souza,WEI
Taiala Almeida Santos,WEI
Pietro Matheus Bompet Fontoura Alves,WEI
Débora Abdalla Santos,WEI
Aline M. Araújo,WEI
Bianca Karla A. de S. Melo,WEI
Diego Filipe S. de Lima,WEI
Diogo V. Dantas,WEI
Igor N. dos Santos,WEI
Marcos Henrique A. da Silva,WEI
Matheus Lima M. de Araújo,WEI
Matheus Maranhão R. Praxedes,WEI
Paulo R. P. da Silva,WEI
Alexandre Hild Aono,WEI
Hugo Vianna Silva Rody,WEI
Daniela Leal Musa,WEI
Vanessa Andrade Pereira,WEI
Jurandy Almeida,WEI
Ismar Frango Silveira,WEI
José Viterbo,WEI
Flavia Cristina Bernardini,WEI
Mateus Felipe Teixeira,WEI
Paulo E. Battistella,WEI
Christiane G. von Wangenheim,WEI
Jean Carlos Oliveira Santos,WEI
Karen da Silva Figueiredo,WEI
Stela Sampaio Silva,WEI
Angelica Toffano Seidel Calazans,WEI
Bruno Magno da Silva,WEI
Miguel Jonathan,WEI
Poliana Vitti,WEI
Marcos Augusto Francisco Borges,WEI
Viviane Cristina Oliveira Aureliano,WEI
Patricia Cabral de Azevedo Restelli Tedesco,WEI
Lúcia Maria Martins Giraffa,WEI
Daniel S. A. Araújo,WEI
Gustavo Girão,WEI
Jair Leite,WEI
Rubens Lacerda Queiroz,WEI
Fábio Ferrentini Sampaio,WEI
Giuliano Viana de Alkmim,WEI
Rosemary Dore Heijmans,WEI
Gilberto Astolfi,WEI
Leandro S. G. Carvalho,WEI
Bruno F. Gadelha,WEI
Fabiola G. Nakamura,WEI
David B. F. Oliveira,WEI
Elaine H. T. Oliveira,WEI
Daniela Brauner,WEI
Pablo Margreff,WEI
Tatiana Tavares,WEI
Vinicius Kruger da Costa,WEI
Alexandre L. Silva,WEI
Ana Luísa V. Solórzano,WEI
Andrea Charão,WEI
Patrícia P. Barcelos,WEI
Alberto Alan Raiol,WEI
Ana Carina Lima,WEI
Breno Sousa,WEI
João Sarges,WEI
Rafael Santos,WEI
Fábio Bezerra,WEI
Ana Carla Holanda,WEI
Dorgival Netto,WEI
Helena Cristina Bastos,WEI
André Calisto,WEI
Mayara Santos,WEI
Fabio Q. B. Silva,WEI
Carla Silva,WEI
Jaelson Castro,WEI
Andrea Charão,WEI
Alberto F. Kummer Neto,WEI
Benhur de O. Stein,WEI
Patrícia P. Barcelos,WEI
Simone A. C. Cavalheiro,WEI
Ana M. Pernas,WEI
Marilton S. de Aguiar,WEI
Luciana Foss,WEI
André Du Bois,WEI
Renata H. S. Reiser,WEI
Clause de Brum Piana,WEI
Yuri Weisshahn,WEI
Mateus Raeder,WEI
Mônica Py,WEI
Sandro Rigo,WEI
Josaine Pinheiro,WEI
Juventino Neto,WEI
Ricardo Terra,WEI
Michel Girotto Brum,WEI
Marcia E. J. Kniphoff da Cruz,WEI
Pablo Schoeffel,WEI
Raul Sidney Wazlawick,WEI
Sara Midori Mendes Tomisaki,WEI
Adler Diniz de Souza,WEI
Rodrigo Duarte Seabra,WEI
Robinson Vida Noronha,WEI
Hilton José Silva de Azevedo,WEI
Isabel Cafezeiro,WEI
Leonardo Cruz da Costa,WEI
Ricardo Kubrusly,WEI
Márcia Souza,WEI
César França,WEI
Ronney Moreira de Castro,WEI
Gleison dos Santos Souza,WEI
Flavia Cristina Bernardini,WEI
Patrick Moratori,WEI
Stéphanie Alencar Braga,WEI
Caio Raveli F. Barbosa,WEI
Priscylla da Silva Tavares,WEI
Mikhail José Pires Pedrosa de Oliveira,WEI
Flávia Zenaro Nogueira e Silva,WEI
Marcos Augusto Francisco Borges,WEI
Adilson Vahldick,WEI
António José Mendes,WEI
Maria José Marcelino,WEI
Paulo Roberto Farah,WEI
Paulo Henrique Lima Oliveira,WEI
João Darcy T. Sant'Anna,WEI
Flaviane Vicente T. Sant'Anna,WEI
Diego Bevilaqua,WEI
Ana Carolina G. Inocêncio,WEI
Heitor Costa,WEI
Paulo A. Parreira Júnior,WEI
Otávio Soares Paparidis,WEI
Matheus E. Franco,WEI
Leuson M. P. da Silva,WEI
Brendo C. Bonfim,WEI
Rogério C. Silva,WEI
Jefferson B. da Silva,WEI
Wellington L. Moura,WEI
Carla I. M Bezerra,WEI
Lucas Lemos Barbosa,WEI
Christian Marlon Souza Couto,WEI
Ricardo Terra,WEI
Olavo José Luiz Junior,WEI
Luiz Fernando Delboni Lomba,WEI
André Roberto Ortoncelli,WEI
Marisângela Pacheco Brittes,WEI
Ícaro Andrade Souza,WEI
Ecivaldo de Souza Matos,WEI
Débora Abdalla Santos,WEI
Márcia G. de Oliveira,WEI
Leonardo Leal Reblin,WEI
Elias Oliveira,WEI
Carla A. D. M. Delgado,WEI
João C. P. da Silva,WEI
Fabio Mascarenhas,WEI
Ana Luisa Duboc,WEI
Matheus C. Meira,WEI
Marri S. S. Lima,WEI
Marcos A. F. Borges,WEI
Everton Eugênio de Oliveira Silva,WEI
Josilaine de Souza Silva,WEI
Cassiano Henrique de Albuquerque,WEI
Candido Ferreira Xavier de Mendonça,WEI
Luciano A. Digiampietri,WEI
André Felipe Monteiro,WEI
Dalbert Matos Mascarenhas,WEI
Laura Silva de Assis,WEI
Felipe Becker Nunes,WEI
Fabrício Herpich,WEI
Manuel Constantino Zunguze,WEI
José Valdeni de Lima,WEI
Giorgia Mattos,WIT
Josilene A. Moreira,WIT
Laura L. A. O. Campos,WIT
Luyza E. D. Nascimento,WIT
Maria L. M. Calixto,WIT
Vanessa G. L. Pessoa,WIT
Tiago E. S. Araujo,WIT
Ana Luíza S. Milson,WIT
Indra Matsiendra C. D. Ribeiro,WIT
Izabela A. Andrade,WIT
Julia M. M. Gonçalves,WIT
Luísa M. Laboissiere,WIT
Marcella D. Ferreira,WIT
Daniel H. Dalip,WIT
Michele A. Brandão,WIT
Mirella M. Moro,WIT
Thiago Luís Lopes Siqueira,WIT
Leticia Santos Machado,WIT
Silvia Amelia Bim,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,WIT
Luciana B. Frigo,WIT
Cristiano Maciel,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,WIT
Cristiano Maciel,WIT
Glaucia M. M. Campos,WIT
Ana Cecília M. de Melo,WIT
Luciana B. Frigo,WIT
Francielli Freitas Moro,WIT
Rafaela Oliveira Padilha,WIT
Eliane Pozzebon,WIT
Larissa M. da F. Galeno,WIT
Maria Eduarda H. Lucena,WIT
Tainá da S. Lima,WIT
Maria Luiza M. Campos,WIT
Márcia Gonçalves Oliveira,WIT
Soraya Roberta dos Santos Medeiros,WIT
Ana Carla Kruger Leite,WIT
Clara Marques Bodart,WIT
Cibelle Amorim Martins,WIT
Ana Luiza C. Lorens,WIT
Juliana Espíndola Botelho,WIT
Ana Flávia C. Moura,WIT
Bárbara D. Duarte,WIT
Mirella M. Moro,WIT
Alice Fonseca Finger,WIT
Andréa Sabedra Bordin,WIT
Aline Vieira de Mello,WIT
Douglas Farias Cordeiro,WIT
Anelise Souza Rocha,WIT
Kátia Kelvis Cassiano,WIT
Nubia Rosa da Silva,WIT
Christiane Borges Santos,WIT
Audir da Costa Oliveira Filho,WIT
Andréa S. Bordin,WIT
Alice F. Finger,WIT
Letícia Gindri,WIT
Aline Vieira de Mello,WIT
Julie Silva Pereira,WIT
Luiza Rosa de Moura,WIT
Nurian Maria Amâncio Coelho,WIT
Gabriela Cardoso Montes,WIT
Ivy Oliveira Magesti,WIT
Alessandra Martins Coelho,WIT
Raquel Moreira Machado Fernandes,WIT
Ana Paula Cavadas Rodrigues,WIT
Claudia Lage Rebello da Motta,WIT
Carla Verônica Machado Marques,WIT
Carlo Emmanoel Tolla de Oliveira,WIT
Tamara Cristina Ferreira,WIT
Joslaine Cristina J. de Freitas,WIT
Marcos Wagner de Souza Ribeiro,WIT
Julia Passos,WIT
Karina Huh,WIT
Lais Cavalheiro,WIT
Yasmin Gonçalves,WIT
Marcelo M. Eler,WIT
Josely Cubero,WIT
Sarajane M. Peres,WIT
Simone de Oliveira Santos,WIT
Maria Rodrigues Gomes,WIT
Agatha Alves Martins Rodrigues,WIT
Ariadna Carreiro de Miranda,WIT
Lucas Lima Sousa Torres,WIT
Claudia Sousa Barbosa,WIT
Rebeca Hilda Furtado Costa,WIT
Sara das Mercês Silva,WIT
Fabíola Pantoja O. Araújo,WIT
Lucas Almeida Silva,WIT
Queilane da Conceição Rocha,WIT
Amanda Vilas Boas Oliveira,WIT
Yasmin Solrac Ribeiro dos Santos,WIT
Felipe de Melo Santos,WIT
Guilherme Gonçalves da Silva,WIT
Érica Pereira Machado,WIT
Suzany Angeli,WIT
Isabela Gasparini,WIT
Silvia Amelia Bim,WIT
Gláucia Braga e Silva,WIT
Thais Regina de M. B. Silva,WIT
Maria Dalila Vieira,WIT
Ana Paula Lüdtke Ferreira,WIT
Márcia Maria Lucchese,WIT
Matheus Mattos de Almeida Cruz,WIT
Silvia Amelia Bim,WIT
Ligia Cristina Battezzati,WIT
Mateus Santos,WIT
Rita C. G. Berardi,WIT
Lauana Maria C. de Oliveira,WIT
Anna Beatriz Marques,WIT
Rosiane Freitas,WIT
Bruna Mariana Souza,WIT
Juliana Magalhães,WIT
Julia Luiza da Conceição,WIT
Valéria Maria Pinheiro,WIT
Ana Iza Alencar,WIT
Kalinka Castelo Branco,WIT
Maria Victória Fiori,WIT
Anna Beatriz Marques,WIT
Eduardo Gomes,WIT
Ialy C. Sousa,WIT
Lílian H. Teixeira,WIT
Jerry A. Souza,WIT
Moacy P. Silva,WIT
Mary Karlla A. Guimarães,WIT
Iana Daya C. F. Passos,WIT
Emely V. V. Albernaz Lopes,WIT
Maria Victoria Soares Fiori,WIT
Marina da Silva Rocha,WIT
Kalinka Castelo Branco,WIT
Anna Beatriz Rosangela Marques,WIT
Ester de Lima Pontes Andrade,WIT
Kamila Almeida Benevides,WIT
Kelly Bianca Araujo Silva,WIT
Letícia Medeiros,WIT
Luana Júlia Nunes Ferreira,WIT
Natália de Assis Sousa,WIT
Eliana Almeida,WIT
Sunny Kelma Oliveira Miranda,WIT
Thayanna Klysnney Moreira Nunes,WIT
Aleteia Patricia Araujo,WIT
Maristela Holanda,WIT
Maria Alice N. Silva,WIT
Thalia S. Santana,WIT
Letícia S. Camargo,WIT
Natália C. Louzada,WIT
Ramayane B. Braga,WIT
Adriano Braga,WIT
Luiz Henrique C. Nunes,WIT
Josivan R. Reis,WIT
Carla M. Paxiúba,WIT
Márcio J. M. Ponte,WIT
Mariana W. B. Nascimento,WIT
Roberto P. Nascimento,WIT
Simone S. Sidnei,WIT
Márcio A. Miranda,WIT
Suelen M. de Paula,WIT
Patrícia Araújo de Oliveira,WIT
Aíla Maciel,WIT
Gabriela Felipa Souza,WIT
Silvia Amelia Bim,WIT
Rita C. G. Berardi,WIT
Sarah Barbosa de Deus,WIT
Steffany Caroline Carvalho Freire,WIT
Carina Machado de Farias,WIT
Thalia S. Santana,WIT
Adriano Braga,WIT
Maria Roselene A. Lima,WIT
Geisiane S. Matos,WIT
Sara M. Silva,WIT
Fabíola Pantoja O. Araújo,WIT
Renata V. de Figueiredo,WIT
Tanara Lauschner,WIT
Laura Ribeiro,WIT
Glívia Barbosa,WIT
Ismael Silva,WIT
Flávio Coutinho,WIT
Natália Santos,WIT
Waine Júnior,WIT
Lohana Santos,WIT
André Manzano,WIT
Ângela Farias,WIT
Tamyres Souza,WIT
Soraia Prietch,WIT
Roger Resmini,WIT
Gisele Marinho,WIT
Simone Fagundes,WIT
Carolina Aguilar,WIT
Anna Marques,WIT
Valéria Pinheiro,WIT
Ana Alencar,WIT
Kalinka Branco,WIT
Maria Mendes,WIT
Viviana Noguera,WIT
Kalinka Branco,WIT
Cristina Ciferri,WIT
Márcia Oliveira,WIT
Ana Leite,WIT
Mônica Silva,WIT
Clara Marques Bodart,WIT
Gabriel Nascimento,WIT
Aline Mello,WIT
Amanda Melo,WIT
Isadora Ferrão,WIT
Natália C. Louzada,WIT
Thalia S. Santana,WIT
Ianka Assis,WIT
Ramayane B. Braga,WIT
Adriano Braga,WIT
Jailma da silva,WIT
Vanessa Dantas,WIT
Renata Figueiredo,WIT
Sheyla Medeiros,WIT
Thaíse Costa,WIT
Karen Ribeiro,WIT
Cristiano Maciel,WIT
Monica Pereira,WIT
Marjory Abreu,WIT
Kecia Ferreira,WIT
Glívia Barbosa,WIT
Silvia Albuquerque,WIT
Vania Marquiori,WIT
Márcia Oliveira,WIT
Gabriel Nascimento,WIT
Amanda Martins,WIT
Joana Silva,WIT
Joyce Santos,WIT
Ayla Rebouças,WIT
Renata Sena,WIT
Maria Fiori,WIT
Marina Rocha,WIT
Anna Marques,WIT
Nani Castilho,WIT
Clevi Rapkiewicz,WIT
Simone Fogazzi,WIT
Ana Bacelo,WIT
Cristina Nunes,WIT
Milene Silveira,WIT
Ana Alencar,WIT
Valéria Pinheiro,WIT
Anna Marques,WIT
Thais Sousa,WIT
Elisandra Silva,WIT
Sandra Oliveira,WIT
Fláva Amim,WIT
Jaqueline Moura,WIT
Karina Fernandes,WIT
Ketrin Vargas,WIT
Aline Mello,WIT
Giovana Lucca,WIT
Juliany Raiol,WIT
Nicoli Araújo,WIT
Rafaela Sousa,WIT
Elloá Guedes,WIT
Karen Ribeiro,WIT
Jéssica Azevedo,WIT
Cristiano Maciel,WIT
Silvia A. Bim,WIT
Talita Ferreira,WIT
Elisângela Dias,WIT
Maristela Holanda,WIT
Aleteia Araujo,WIT
Barbara Duarte,WIT
Ana Moura,WIT
Mirella M. Moro,WIT
Barbara Freitas,WIT
Luciana Cosme,WIT
Mayara Nascimento,WIT
Laura Shibukawa,WIT
Mayara Yamanoe,WIT
Silvia A. Bim,WIT
Rosiane Freitas,WIT
Cristiano Maciel,WIT
Larissa Pessoa,WIT
Fernanda Pires,WIT
Jean Rangel,WIT
João Bernado,WIT
Karla Pereira,WIT
Amanda Saccol,WIT
Carla Castanho,WIT
Eduardo Silva,WIT
Eduardo Spies,WIT
Victor Alves,WIT
Fabrizio Franzoia,WIT
Fernanda Pires,WIT
Marcela Pessoa,WIT
Jacques André Grings,WIT
Naira Kaieski,WIT
Paula Nunes,WIT
Luciana A. F. Martimiano,WIT
Nikaelly V. de Lima,WIT
Valéria D. Feltrim,WIT
Larissa Roder,WIT
Suzy Santiago,WIT
Carolina Riente de Andrade,WIT
Cláudia Letícia Ferraz Dutra,WIT
Márcia Gonçalves Oliveira,WIT
Mônica F. da Silva Lopes,WIT
Anne Carolina Silva,WIT
Jennifer Gonçalves do Amaral,WIT
Helen França Medeiros,WIT
Sheyla Medeiros,WIT
Thaíse Costa,WIT
Vanessa Dantas,WIT
Renata Figueiredo,WIT
Beatriz Martins,WIT
Maysa M. G. Macedo,WIT
Andrea Britto Mattos,WIT
Marisa Vasconcelos,WIT
Alexandre Martinazzo,WIT
Roseli Lopes,WIT
Josilene Aires,WIT
Giorgia Mattos,WIT
Andréa Brito,WIT
Ana Flávia Aragão,WIT
Sanny Alves,WIT
Thiago Coelho,WIT
Gabriel Moreira,WIT
Helen Abdala R. Ferreira,WIT
Alice F. Barbosa,WIT
Reinaldo B. Braga,WIT
Marcia N. Viana,WIT
Carina Oliveira,WIT
Ana Flávia C. Moura,WIT
Thiago Henrique C. Tavares,WIT
Giorgia de O. Mattos,WIT
Josilene A. Moreira,WIT
Jaciana B. da Silva,WIT
Reinaldo B. Braga,WIT
Carina Oliveira,WIT
Thais Regina de Moura Braga Silva,WIT
Gláucia Braga e Silva,WIT
Camila N. Soares,WIT
Leticia L. Leite,WIT
Aleteia Patrícia F. de Araújo,WIT
Maristela Holanda,WIT
Rafaela Brum,WIT
Rosa Maria E. Moreira da Costa,WIT
Aleteia Patrícia F. de Araújo,WIT
Vera Maria B. Werneck,WIT
Maria Clicia Steling de Castro,WIT
Joyce Quintino,WIT
Carina Oliveira,WIT
Carlo Oliveira,WIT
Juliana M. Oliveira dos Santos,WIT
Karen A. dos S. Pereira,WIT
Débora Abdalla Santos,WIT
Jéssica Azevedo,WIT
Karen da Silva Figueiredo,WIT
Cristiano Maciel,WIT
Karen da Silva Figueiredo,WIT
Cristiano Maciel,WIT
Lara Cadar Cunha,WIT
Gabriel Novy,WIT
Carlos Alberto Severiano Júnior,WIT
Cristiane Targa,WIT
Daniel B. F. Conrado,WIT
Suellen Barros Ramos,WIT
Karen da Silva Figueiredo,WIT
Vanessa Dantas,WIT
Renata V. de Figueiredo,WIT
Mariana Michels Fontoura,WIT
Leander de Oliveira,WIT
Marília A. Amaral,WIT
Rosiane Freitas,WIT
Karla Susiane Pereira,WIT
Larissa Pessoa,WIT
Ariel Bentes,WIT
Ingrid Santos,WIT
Isabelly Oliveira,WIT
Tanara Lauschner,WIT
Luiza A. Hansen,WIT
Lucas M. Chagas,WIT
Aleteia Patrícia F. de Araújo,WIT
Vinicius R. P. Borges,WIT
Maristela Holanda,WIT
Bárbara Stéphanie Neves Oliveira,WIT
Joyce Nayne Araújo Nascimento,WIT
Maria Tassiane Barros de Lima,WIT
Nayara Maria Costa de Mesquita,WIT
Carla Ilane Moreira Bezerra,WIT
Paulo de Tarso Guerra Oliveira,WIT
Joicy Daliane Oliveira,WIT
Elma Rocha,WIT
Thayrone Santos,WIT
Soraya Medeiros,WIT
Isabel Dillmann Nunes,WIT
Daniela Ridel,WIT
Sabrina Tridico,WIT
Luiz Henrique Castelo Branco,WIT
José Carlos Maldonado,WIT
Kalinka Castelo Branco,WIT
Carla Denise Castanho,WIT
Aurora Wang,WIT
Ingrid Santana,WIT
Luciana Salgado,WIT
Claudia Cappelli,WIT
Cristina Paludo Santos,WIT
Denilson Rodrigues da Silva,WIT
Giana Ferreira,WIT
Maria Gisele Flores da Silveira,WIT
Carolina C. Vieira,WIT
Ana Carolina R. Soares,WIT
Serena F. Ribeiro,WIT
Ana C. M. Souza,WIT
Izadora Perkoski,WIT
Vanessa Romankiv,WIT
Karina Mochetti,WIT
Raquel Bravo,WIT
Luciana Salgado,WIT
Carla Leitão,WIT
Camille Braga,WIT
Gabriela Hecksher,WIT
Kayalla Pontes,WIT
Mateus Paludo Santos,WIT
Cristina Paludo Santos,WIT
Cristiane Ellwanger,WIT
Marcela Sávia Picanço Pessoa,WIT
Sérgio Cleger Tamayo,WIT
Eder Martins Franco,WIT
Isadora Garcia Ferrão,WIT
Aline Vieira de Mello,WIT
Amanda Meincke Melo,WIT
Thalia S. Santana,WIT
Ianka T. B. Assis,WIT
Ramayane B. Braga,WIT
Natália C. Louzada,WIT
Maristela Holanda,WIT
Marília Dantas,WIT
Gustavo Couto,WIT
Jan Mendonça Correa,WIT
Aleteia Patrícia F. de Araújo,WIT
Maria Emília T. Walter,WIT
Gisela Cesario,WIT
Silvia Amelia Bim,WIT
Cristiano Maciel,WIT
Karen da Silva Figueiredo,WIT
Rayane Vitorassi,WIT
Suliane de Oliveira Carneiro,WIT
Simony C. R. de Moura,WIT
Géssica M. da S. Alves,WIT
Jailma J. da Silva,WIT
Rebeca de Q. Dantas,WIT
Vanessa Dantas,WIT
Renata V. de Figueiredo,WIT
Gabriela C. M. de Souza,WIT
Marcela Sávia Picanço Pessoa,WIT
Sérgio Cleger Tamayo,WIT
Juliany Rodrigues R,WIT
Fabiola G. Nakamura,WIT
Ludymila Lobo,WIT
Rosiane Freitas,WIT
Taynah Almeida,WIT
Ana Lúcia Machado,WIT
Tanara Lauschner,WIT
Fabiola G. Nakamura,WIT
Taynah Almeida,WIT
Rosiane Freitas,WIT
Tanara Lauschner,WIT
Mariana Cristina Marino,WIT
Rita C. G. Berardi,WIT
Silvia Amelia Bim,WIT
Ana Carina G. de Lima,WIT
Juliana M. Oliveira dos Santos,WIT
Ana Carolina Cerqueira Ferreira,WIT
Allan Thales Ramos de Oliveira,WIT
Débora Abdalla Santos,WIT
Ecivaldo de Souza Matos,WIT
Ecivaldo Matos,WIT
Emilayne F. Corlett,WIT
Ana Carolina C. Ferreira,WIT
Juliana M. Oliveira dos Santos,WIT
Rhayane S. Monteiro,WIT
Jarina M. P. Marinho,WIT
Reinaldo B. Braga,WIT
Márcia de N. Viana,WIT
Carina T. de Oliveira,WIT
Pedro Clarindo da Silva Neto,WIT
Monique Casagranda,WIT
Bianca Carvalho de Oliveira,WIT
Eliane Nascimento Pereira,WIT
Gabriela Marim de Souza,WIT
Letícia Torres,WIT
Leander Cordeiro de Oliveira,WIT
Marília Abrahão Amaral,WIT
Pricila Castelini,WIT
Marília Abrahão Amaral,WIT
Maristela Terto de Holanda,WIT
Roberto Mourão,WIT
Guilherme N. Ramos,WIT
Aleteia Patrícia F. de Araújo,WIT
Maria Emília T. Walter,WIT
Angelina S. da S. Sales,WIT
Luana S. Reis,WIT
Danielle R. D. Silva,WIT
Ana Cristina Oliveira,WIT
Karolyne Oliveira,WIT
Edlane Alves,WIT
Marcela Tassyany,WIT
Yngrid Cabral,WIT
Thayanne Sousa,WIT
Fanny Batista,WIT
Renata V. de Figueiredo,WIT
Vanessa Farias Dantas,WIT
Gabriela Coutinho,WIT
Ana Caroline C. Nascimento,WIT
Beatriz Pamela M. Nunes,WIT
Helena G. Ribeiro,WIT
Iraci C. S. de Carli,WIT
Maria de Fátima W. P. Lima,WIT
Simone C. M. Paiva,WIT
Naura A. Luciano,WIT
Maitê Thomazi Manenti,WIT
Éverton Fabian Jasinski,WIT
Tatiana Nilson dos Santos,WIT
Eliane Pozzebon,WIT
Luciana B. Frigo,WIT
Karen da Silva Figueiredo,WIT
Cristiano Maciel,WIT
Rosiane Freitas,WIT
Ludymila Lobo,WIT
Tayana Conte,WIT
Ecivaldo Matos,WIT
Maria José dos Santos,WIT
Juliana M. S. Oliveira,WIT
Ana Carolina C. Ferreira,WIT
Emilayne F. Corlett,WIT
Maristela Holanda,WIT
Aleteia Patrícia F. de Araújo,WIT
Maria Emília T. Walter,WIT
Carlos Alberto Jesus de Oliveira,WIT
Thayna Gimenez,WIT
Caroline R. Barroso,WIT
Jéssika M. Pereira,WIT
André L. Przybysz,WIT
Adriano Rivolli,WIT
Carlos N. Silla Jr.,WIT
Maria Eduarda Romagna,WIT
Letícia Heinzmann,WIT
Júlia Marques Carvalho da Silva,WIT
Karen da Silva Figueiredo,WIT
Pedro Clarindo da Silva Neto,WIT
Cristiano Maciel,WIT
Maria Augusta S. N. Nunes,WIT
Carolina S. Louzada,WIT
Edilayne M. Salgueiro,WIT
Beatriz T. Andrade,WIT
Patricia S. de Lima,WIT
Raquel M. C. T. Figueiredo,WIT
Maria Augusta S. N. Nunes,WIT
Carolina S. Louzada,WIT
Edilayne M. Salgueiro,WIT
Beatriz T. Andrade,WIT
Patricia S. de Lima,WIT
Raquel M. C. T. Figueiredo,WIT
Ana Elisa Schmidt,WIT
Mozara Dias Koehler,WIT
Marcelly Homem Coelho,WIT
Morgana Sartor,WIT
Luciana B. Frigo,WIT
Eliane Pozzebon,WIT
Tatiana Nilson dos Santos,WIT
Maitê Thomazi Manenti,WIT
Eliane Pozzebon,WIT
Luciana B. Frigo,WIT
Isadora Garcia Ferrão,WIT
Amanda Meincke Melo,WIT
Joice P. Cardoso,WIT
Laís Dalle Mulle,WIT
Luciana B. Frigo,WIT
Eliane Pozzebon,WIT
Silvia Amelia Bim,WIT
Marília A. Amaral,WIT
Nádia P. Kozievitch,WIT
Maria Cláudia F. P. Emer,WIT
