Autor_Canonico,Sigla
Giorgia O. Mattos,WIT
Josilene A. Moreira,WIT
Vanessa L. Silva,WIT
Dandhara P. R. M. Lucena,WIT
Viviane C. O. Aureliano,WIT
Lívia Maria Rodrigues Sampaio Campos,WIT
Maria Fernanda Abalem Franca Nunes,WIT
Cristiano Maciel,WIT
Eunice Pereira dos Santos Nunes,WIT
Larissa Miguel Sousa,WIT
Rosineide Paz,WIT
Anna Beatriz Marques,WIT
Aysa Mara Roveri Arcanjo,WIT
Elisandra Aparecida Alves da Silva,WIT
Nadia Maria Cecilia de Lima,WIT
Daniela S. Santana,WIT
Camila Sass,WIT
Giovanna Fincatti Dos Santos,WIT
Júlia Oliveira Pessoa,WIT
Maria Eduarda Brandão,WIT
Carla Rodriguez,WIT
Juliana Berbert,WIT
Vinicius Schineider Januário Viana,WIT
Yasmin Milhomem de Oliveira,WIT
Gabriel Vieira Lima,WIT
Lailla Galeno da Silva,WIT
Simone Azevedo Bandeira de Melo Aquino,WIT
Thiago Paiva Freire,WIT
Yasmin Milhomem de Oliveira,WIT
Gabriel Vieira Lima,WIT
Vinicius Schineider Januário Viana,WIT
Simone Azevedo Bandeira de Melo Aquino,WIT
Thiago Paiva Freire,WIT
Kailany Ketulhe,WIT
Maristela Holanda,WIT
Alice Lima,WIT
Alice Borges,WIT
Aleteia Araujo,WIT
Carla Castanho,WIT
Carla Koike,WIT
Roberta B. Oliveira,WIT
Fabricia Damando Santos,WIT
Luana Sperling Santana,WIT
Débora Mattos,WIT
Adriane Parraga,WIT
Carla Santos de Oliveira,WIT
Natani Gabrieli Boço Cavalcante,WIT
Daniela Eloise Flôr,WIT
Eduardo Henrique Molina da Cruz,WIT
Carlos R. Beleti Junior,WIT
Maria Elanne M. Rodrigues,WIT
Ariany Almeida Maia,WIT
Marina da S. Rocha,WIT
Lauana M. C. de Oliveira,WIT
Anna Beatriz Marques,WIT
Heloise Acco Tives,WIT
Roberto Pereira,WIT
Gabryella da S. Garcia,WIT
Sara L. de Farias,WIT
Maria Alice N. Silva,WIT
Letícia S. Camargo,WIT
Thalia S. Santana,WIT
Ramayane B. Braga,WIT
Adriano Braga,WIT
Natália C. Louzada,WIT
Natália Dal Pizzol,WIT
Eduardo Dos Santos Barbosa,WIT
Soraia Raupp Musse,WIT
Gabriela Souza Maximino,WIT
Isadora Mendes dos Santos,WIT
Marcelle Pereira Mota,WIT
Amanda Meincke Melo,WIT
Letícia Gindri,WIT
Clevi Rapkiewicz,WIT
Aline Vieira de Mello,WIT
Alice F. Finger,WIT
Alexia Bagesteiro Camargo,WIT
Hariel Souza,WIT
Suzy Santiago,WIT
Lindamir Salete Casagrande,WIT
Aleteia Araujo,WIT
Maristela Holanda,WIT
Carla Castanho,WIT
Carla Koike,WIT
Roberta B. Oliveira,WIT
Edna Canedo,WIT
Mirella M. Moro,WIT
Ana Medeiros,WIT
Isadora B. M. C. Ferreira,WIT
Lucas Fonseca,WIT
Cledja Rolim,WIT
Maria Fernanda C. Ribeiro,WIT
Monica M. Pereira,WIT
Maristela Holanda,WIT
Amilton L. M. Júnior,WIT
Eric Hans M. da Silva,WIT
João Laterza,WIT
Aleteia Araujo,WIT
Carla Castanho,WIT
Carla Koike,WIT
Roberta B. Oliveira,WIT
Andréa Sabedra Bordin,WIT
Luciana B. Frigo,WIT
Suelen Laurindo,WIT
Luiza Castilho Ereno,WIT
Ana Carolina da Silveira de Souza,WIT
Bárbara Moreira Drummond,WIT
Luciana Cardoso de Castro Salgado,WIT
José Viterbo,WIT
Lígia Sell,WIT
Cristina Meinhardt,WIT
Isabel P. Matos,WIT
Júlia F. G. Prado,WIT
Mônica C. Machado,WIT
Lucila Ishitani,WIT
Mayara Dal Vesco Hoger,WIT
Bruna Oenning Amador,WIT
Patricia Abe Turato,WIT
Lara Morgado da Silva Santos,WIT
Rita Cristina Galarraga Berardi,WIT
Silvia Amelia Bim,WIT
Estela Miranda Batista,WIT
Gláucia Braga e Silva,WIT
Thais R. de Moura Braga Silva,WIT
Karla Sophia Santana da Cruz,WIT
Lilian Giselly Pereira Santos,WIT
Lívia de Maria Calado Machado Soares,WIT
Nayse da Silva Fagundes,WIT
Suzy Kamylla de Oliveira Menezes,WIT
Raquel da Silva Cabral,WIT
Caroline Reis Vieira Santos Rauta,WIT
Isabela Reinhold,WIT
Maria Tereza de Almeida Wippel,WIT
Ana Carolina Cebin Pereira,WIT
Karin Satie Komati,WIT
Suzany Angeli,WIT
Silvia Amelia Bim,WIT
Isabela Gasparini,WIT
Karla de Souza e Silva,WIT
Eunice Pereira dos Santos Nunes,WIT
Cristiano Maciel,WIT
Viviane A. Souza,WIT
Iara S. Edgel,WIT
Yasmin S. Néu,WIT
Jozeane P. A. Silva,WIT
Josiane N. S. Lopes,WIT
Ana Isabela M. Ramos,WIT
Fabíola O. Araújo,WIT
Maria Camila N. Barioni,WIT
Elaine R. Faria,WIT
Maria Adriana V. Lima,WIT
Gina M. B. Oliveira,WIT
Fabíola S. F. Pereira,WIT
Alessandra A. Paulino,WIT
Mirella S. Junqueira,WIT
Waleska Gonçalves de Lima,WIT
Cristiano Maciel,WIT
Ana Lara Casagrande,WIT
Sabrina Bourscheid Sassi,WIT
Maria Fernanda Abalem Franca Nunes,WIT
Jislane S. S. de Menezes,WIT
Cristiane O. de Santana,WIT
Leandro Santos Fraga,WIT
Kamille G. Bezerra,WIT
Ana Beatriz S. Matias,WIT
Myrian Noguera Salinas,WIT
Beatriz A. de Miranda,WIT
Marcella M. S. C. de Almeida,WIT
Ivyna R. S. Alves,WIT
Lívia M. C. Campos,WIT
Ariana R. Cursino,WIT
Juliana F. P. Martinez,WIT
Daniela Eloise Flôr,WIT
Eduardo Henrique Molina da Cruz,WIT
Ayslan Trevizan Possebom,WIT
Carla Santos de Oliveira,WIT
André Pinto Moreira,WIT
Carlos R. Beleti Junior,WIT
Ana Paula Vieira Guimarães,WIT
Renata Loureiro Frade,WIT
Daniela Marques,WIT
André Constantino da Silva,WIT
Gustavo Bartz Guedes,WIT
Carlos Roberto dos Santos Junior,WIT
Vanessa Petró,WIT
Vinicius Hartmann Ferreira,WIT
Renata Luiza Muller,WIT
Jéssica Gabrieli Schmitz Hahn,WIT
Leandro von Borstel Assmann,WIT
Victória Guimarães,WIT
Larissa Pessoa,WIT
Raquel Folz,WIT
Lia Martins,WIT
Rosiane Freitas,WIT
Francielli Freitas Moro,WIT
Rafaela Oliveira Padilha,WIT
Luciana B. Frigo,WIT
Aline Vieira de Mello,WIT
Alice Fonseca Finger,WIT
Letícia Gindri,WIT
Amanda Meincke Melo,WIT
Letícia Gindri,WIT
Patrícia Araújo de Oliveira,WIT
Amanda Meincke Melo,WIT
Aíla Maciel,WIT
Ketrin Diovana Alves Rodrigues Vargas,WIT
Marina Braun Otokovieski,WIT
Raniely dos Anjos,WIT
Vívian Ludimila Aguiar Santos,WIT
Thales Francisco Mota Carvalho,WIT
Maria do Socorro Vieira Barreto,WIT
Ana Júlia L. Briceño,WIT
Ana Sofia S. Silvestre,WIT
Bianca P. Castro,WIT
Tais A. Oliveira,WIT
Thamires P. Silva,WIT
Aleteia P. F. Araujo,WIT
Carla Castanho,WIT
Carla Cavalcante Koike,WIT
Maristela Holanda,WIT
Roberta B. Oliveira,WIT
Bruna Oenning Amador,WIT
Patricia Abe Turato,WIT
Mayara Dal Vesco Hoger,WIT
Lara Morgado da Silva Santos,WIT
Silvia Amelia Bim,WIT
Rita Cristina Galarraga Berardi,WIT
Derivaldo Machado da Silva,WIT
Viviane Almeida dos Santos,WIT
Êrica Peters do Carmo,WIT
Ediana da Silva de Souza,WIT
Arthur Felipe Herdt Schuelter,WIT
Milene Selbach Silveira,WIT
Simone Diniz Junqueira Barbosa,WIT
Rebeca Schroeder,WIT
Isabela Gasparini,WIT
Alice Borges,WIT
Fernanda de Sousa,WIT
Maristela Holanda,WIT
Aleteia P. F. Araujo,WIT
Carla Cavalcante Koike,WIT
Roberta B. Oliveira,WIT
Poliana Nascimento Ferreira,WIT
Laura Damaceno de Almeida,WIT
Andressa da Silva Siqueira,WIT
Beatriz Pereira,WIT
Alessandra Herranz Gazquez,WIT
Regiane da Silva Macuch,WIT
Maria Victoria S. Fiori,WIT
Maria Elanne M. Rodrigues,WIT
Lauana M. C. de Oliveira,WIT
Ariany Almeida Maia,WIT
Marina da S. Rocha,WIT
Victoria Gabriella R. Pereira,WIT
Jacilane de H. Rabelo,WIT
Anna Beatriz Marques,WIT
Jeovana Leão,WIT
Adrya Araújo,WIT
Bruna Mariana F. de Souza,WIT
Julis Figueira de Araújo,WIT
Kalil Ferreira,WIT
Mariana Barros,WIT
Tanara Lauschner,WIT
Fabiola Guerra Nakamura,WIT
Marina da S. Rocha,WIT
Karina Castelo Branco,WIT
Ana Lara S. Oliveira,WIT
Lauana M. C. de Oliveira,WIT
Maria Victoria S. Fiori,WIT
Jacilane de H. Rabelo,WIT
Anna Beatriz Marques,WIT
Alice Lima,WIT
Maria Eduarda Santos,WIT
Maristela Holanda,WIT
Aleteia P. F. Araujo,WIT
Carla Cavalcante Koike,WIT
Vinicius R. P. Borges,WIT
Roberta B. Oliveira,WIT
Renata Luiza da Costa,WIT
Débora Guerra de S. Guinati,WIT
Stéfany de Castro Souza,WIT
Kamilla Taiwhscki B. Silva,WIT
Ildenê F. S. Mota,WIT
Viviane A. Santos,WIT
Andréa Sabedra Bordin,WIT
Isadora Garcia Ferrão,WIT
Kalinka R. L. J. C. Branco,WIT
Sara L. de Farias,WIT
Maria Isabela S. Nunes,WIT
Thalia S. Santana,WIT
Natália C. Louzada,WIT
Ramayane B. Braga,WIT
Adriano Braga,WIT
Luciana P. de Araújo Kohler,WIT
Leonardo Fronza,WIT
Andreza Sartori,WIT
Jennyfer Araújo,WIT
Sylvana Karla S. L. Santos,WIT
Soraya R. S. Medeiros,WIT
Inácio G. Medeiros,WIT
Ivyna Rayany Santino Alves,WIT
Marcella Medeiros Siqueira C. de Almeida,WIT
Lana Gomes,WIT
Vanessa Dantas,WIT
Caroline Reis Vieira Santos Rauta,WIT
Daniela Sbizera Justo,WIT
Rayana Prata Neves,WIT
Amanda de Oliveira Casagrande,WIT
Caroline Sacramento Alves,WIT
Juliana Maria Oliveira dos Santos,WIT
Débora Abdalla,WIT
Marcia Ferreira Cristaldo,WIT
Marta Luzzi,WIT
Claudia Santos Fernandes,WIT
Amanda Raynara Quintana Theodoro,WIT
Ariadne Nicoly Mori de Paula,WIT
Bianca Fernandes Ribas,WIT
Clara Scatena da Silva,WIT
Diane Rosa da Silva,WIT
Giovanna Mara Paes Franco,WIT
Luana Arfux de Castro Nogueira,WIT
Alice Barbosa do Couto,WIT
Maria Eduarda Alves Barbosa,WIT
Nayara Arruda Cunha,WIT
Júlia Marotti,WIT
Francisco Campos,WIT
Julia Godinho,WIT
Gabriel SantClair,WIT
Flávia Villela,WIT
Janaina Gomide,WIT
Laura Emmanuella de Oliveira,WIT
Beatriz Becker,WIT
Camila Laricchia,WIT
Denise Siloto,WIT
Elisa Rocha,WIT
Milena Estanislau,WIT
Tabatta Martins,WIT
Valeria Nunes Belmonte,WIT
Larissa M. R. Alves,WIT
Samara Martins Nascimento,WIT
Veronica M. L. Silva,WIT
Thais Regina de M. B. Silva,WIT
Gláucia Braga e Silva,WIT
Maria Theresa Arruda Henriques,WIT
Alana Marques de Morais,WIT
Alana Marques de Morais,WIT
Cristiano Maciel,WIT
Ana Carolina Nesso Guedes,WIT
Ester de Lima Pontes Andrade,WIT
Kamila Almeida Benevides,WIT
Kelly Bianca Araujo Silva,WIT
Lilian Giselly Pereira Santos,WIT
Luana Júlia Nunes Ferreira,WIT
Natália de Assis Sousa,WIT
Rebeca de Jesus Brandão,WIT
Eliana Almeida,WIT
Sara das Mercês Silva,WIT
Geisiane S. Matos,WIT
Tatiane A. Nascimento,WIT
Fabíola Pantoja O. Araujo,WIT
Suzy Kamylla de Oliveira Menezes,WIT
Bruna Mariana F. de Souza,WIT
Kalil Ferreira,WIT
Adrya Araújo,WIT
Jeovana Leão,WIT
Julis Figueira de Araújo,WIT
Mariana Barros,WIT
Tanara Lauschner,WIT
Fabiola Guerra Nakamura,WIT
Camila Sass,WIT
Beatriz Chicaroni,WIT
Lara Tenore,WIT
Lidia Ferreira,WIT
Maria Eduarda Brandão,WIT
Melissa Lins,WIT
Poliana Ferreira,WIT
Rosimeire Santana,WIT
Carla Rodriguez,WIT
Denise Goya,WIT
Rafaela V. Rocha,WIT
Ana Luísa S. Milson,WIT
Luísa M. Laboissiere,WIT
Marcella D. Ferreira,WIT
Rodrigo Cardoso,WIT
Michele A. Brandão,WIT
Beatriz Saburido,WIT
Angélica F. S. Dias,WIT
Juliana B. S. França,WIT
Vânia Silvares Marquiori,WIT
Márcia Gonçalves Oliveira,WIT
Suelen M. de Paula,WIT
Raylla L. S. Gama,WIT
Isabella A. D. Melo,WIT
Adrielly C. E. Dias,WIT
Daniela C. Terra,WIT
Leticia M. M. S. Cheloni,WIT
Giorgia O. Mattos,WIT
Josilene A. Moreira,WIT
Laura L. A. O. Campos,WIT
Luyza E. D. Nascimento,WIT
Maria L. M. Calixto,WIT
Vanessa G. L. Pessoa,WIT
Tiago E. S. Araujo,WIT
Ana Luísa S. Milson,WIT
Indra Matsiendra C. D. Ribeiro,WIT
Izabela A. Andrade,WIT
Julia M. M. Gonçalves,WIT
Luísa M. Laboissiere,WIT
Marcella D. Ferreira,WIT
Daniel H. Dalip,WIT
Michele A. Brandão,WIT
Mirella M. Moro,WIT
Thiago Luís Lopes Siqueira,WIT
Leticia Santos Machado,WIT
Silvia Amelia Bim,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,WIT
Luciana B. Frigo,WIT
Cristiano Maciel,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,WIT
Cristiano Maciel,WIT
Glaucia M. M. Campos,WIT
Ana Cecília M. de Melo,WIT
Luciana B. Frigo,WIT
Francielli Freitas Moro,WIT
Rafaela Oliveira Padilha,WIT
Eliane Pozzebon,WIT
Larissa M. da F. Galeno,WIT
Maria Eduarda H. Lucena,WIT
Tainá da S. Lima,WIT
Maria Luiza M. Campos,WIT
Márcia Gonçalves Oliveira,WIT
Soraya Roberta dos Santos Medeiros,WIT
Ana Carla Kruger Leite,WIT
Clara Marques Bodart,WIT
Cibelle Amorim Martins,WIT
Ana Luiza C. Lorens,WIT
Juliana Espíndola Botelho,WIT
Ana Flávia C. Moura,WIT
Bárbara D. Duarte,WIT
Mirella M. Moro,WIT
Alice Fonseca Finger,WIT
Andréa Sabedra Bordin,WIT
Aline Vieira de Mello,WIT
Douglas Farias Cordeiro,WIT
Anelise Souza Rocha,WIT
Kátia Kelvis Cassiano,WIT
Nubia Rosa da Silva,WIT
Christiane Borges Santos,WIT
Audir da Costa Oliveira Filho,WIT
Andréa S. Bordin,WIT
Alice F. Finger,WIT
Letícia Gindri,WIT
Aline Vieira de Mello,WIT
Julie Silva Pereira,WIT
Luiza Rosa de Moura,WIT
Nurian Maria Amâncio Coelho,WIT
Gabriela Cardoso Montes,WIT
Ivy Oliveira Magesti,WIT
Alessandra Martins Coelho,WIT
Raquel Moreira Machado Fernandes,WIT
Ana Paula Cavadas Rodrigues,WIT
Claudia Lage Rebello da Motta,WIT
Carla Verônica Machado Marques,WIT
Carlo Emmanoel Tolla de Oliveira,WIT
Tamara Cristina Ferreira,WIT
Joslaine Cristina J. de Freitas,WIT
Marcos Wagner de Souza Ribeiro,WIT
Julia Passos,WIT
Karina Huh,WIT
Lais Cavalheiro,WIT
Yasmin Gonçalves,WIT
Marcelo M. Eler,WIT
Josely Cubero,WIT
Sarajane M. Peres,WIT
Simone de Oliveira Santos,WIT
Maria Rodrigues Gomes,WIT
Agatha Alves Martins Rodrigues,WIT
Ariadna Carreiro de Miranda,WIT
Lucas Lima Sousa Torres,WIT
Claudia Sousa Barbosa,WIT
Rebeca Hilda Furtado Costa,WIT
Sara das Mercês Silva,WIT
Fabíola Pantoja O. Araujo,WIT
Lucas Almeida Silva,WIT
Queilane da Conceição Rocha,WIT
Amanda Vilas Boas Oliveira,WIT
Yasmin Solrac Ribeiro dos Santos,WIT
Felipe de Melo Santos,WIT
Guilherme Gonçalves da Silva,WIT
Érica Pereira Machado,WIT
Suzany Angeli,WIT
Isabela Gasparini,WIT
Silvia Amelia Bim,WIT
Gláucia Braga e Silva,WIT
Thais Regina de M. B. Silva,WIT
Maria Dalila Vieira,WIT
Ana Paula Lüdtke Ferreira,WIT
Márcia Maria Lucchese,WIT
Matheus Mattos de Almeida Cruz,WIT
Silvia Amelia Bim,WIT
Ligia Cristina Battezzati,WIT
Mateus Santos,WIT
Rita C. G. Berardi,WIT
Lauana M. C. de Oliveira,WIT
Anna Beatriz Marques,WIT
Rosiane Freitas,WIT
Bruna Mariana F. de Souza,WIT
Juliana Magalhães,WIT
Julia Luiza da Conceição,WIT
Valéria Maria Pinheiro,WIT
Ana Iza Alencar,WIT
Karina Castelo Branco,WIT
Maria Victoria S. Fiori,WIT
Anna Beatriz Marques,WIT
Eduardo G. Gomes,WIT
Ialy C. Sousa,WIT
Lílian H. Teixeira,WIT
Jerry A. Souza,WIT
Moacy P. Silva,WIT
Mary Karlla A. Guimarães,WIT
Iana Daya C. F. Passos,WIT
Emely V. V. Albernaz Lopes,WIT
Maria Victoria S. Fiori,WIT
Marina da S. Rocha,WIT
Karina Castelo Branco,WIT
Anna Beatriz Rosangela Marques,WIT
Ester de Lima Pontes Andrade,WIT
Kamila Almeida Benevides,WIT
Kelly Bianca Araujo Silva,WIT
Letícia Medeiros,WIT
Luana Júlia Nunes Ferreira,WIT
Natália de Assis Sousa,WIT
Eliana Almeida,WIT
Sunny Kelma Oliveira Miranda,WIT
Thayanna Klysnney Moreira Nunes,WIT
Aleteia Patricia Araujo,WIT
Maristela Holanda,WIT
Maria Alice N. Silva,WIT
Thalia S. Santana,WIT
Letícia S. Camargo,WIT
Natália C. Louzada,WIT
Ramayane B. Braga,WIT
Adriano Braga,WIT
Luiz Henrique C. Nunes,WIT
Josivan R. Reis,WIT
Carla M. Paxiúba,WIT
Márcio J. M. Ponte,WIT
Mariana W. B. Nascimento,WIT
Roberto P. Nascimento,WIT
Simone S. Sidnei,WIT
Márcio A. Miranda,WIT
Suelen M. de Paula,WIT
Patrícia Araújo de Oliveira,WIT
Aíla Maciel,WIT
Gabriela Felipa Souza,WIT
Silvia Amelia Bim,WIT
Rita C. G. Berardi,WIT
Sarah Barbosa de Deus,WIT
Steffany Caroline Carvalho Freire,WIT
Carina Machado de Farias,WIT
Thalia S. Santana,WIT
Adriano Braga,WIT
Maria Roselene A. Lima,WIT
Geisiane S. Matos,WIT
Sara M. Silva,WIT
Fabíola Pantoja O. Araujo,WIT
Renata Viegas de Figueiredo,WIT
Tanara Lauschner,WIT
Laura Ribeiro,WIT
Glívia Barbosa,WIT
Ismael Silva,WIT
Flávio Coutinho,WIT
Natália Santos,WIT
Waine Júnior,WIT
Lohana Santos,WIT
André Manzano,WIT
Ângela Farias,WIT
Tamyres Souza,WIT
Soraia Prietch,WIT
Roger Resmini,WIT
Gisele Marinho,WIT
Simone Fagundes,WIT
Carolina Aguilar,WIT
Anna Marques,WIT
Valéria Pinheiro,WIT
Ana Alencar,WIT
Kalinka Branco,WIT
Maria Mendes,WIT
Viviana Noguera,WIT
Kalinka Branco,WIT
Cristina Ciferri,WIT
Márcia Oliveira,WIT
Ana Leite,WIT
Mônica Silva,WIT
Clara Marques Bodart,WIT
Gabriel Nascimento,WIT
Aline Mello,WIT
Amanda Melo,WIT
Isadora Ferrão,WIT
Natália C. Louzada,WIT
Thalia S. Santana,WIT
Ianka Assis,WIT
Ramayane B. Braga,WIT
Adriano Braga,WIT
Jailma da silva,WIT
Vanessa Dantas,WIT
Renata Figueiredo,WIT
Sheyla Medeiros,WIT
Thaíse Costa,WIT
Karen Ribeiro,WIT
Cristiano Maciel,WIT
Monica M. Pereira,WIT
Marjory Abreu,WIT
Kecia Ferreira,WIT
Glívia Barbosa,WIT
Silvia Albuquerque,WIT
Vania Marquiori,WIT
Márcia Oliveira,WIT
Gabriel Nascimento,WIT
Amanda Martins,WIT
Joana Silva,WIT
Joyce Santos,WIT
Ayla Rebouças,WIT
Renata Sena,WIT
Maria Fiori,WIT
Marina Rocha,WIT
Anna Marques,WIT
Nani Castilho,WIT
Clevi Rapkiewicz,WIT
Simone Fogazzi,WIT
Ana Bacelo,WIT
Cristina Nunes,WIT
Milene Silveira,WIT
Ana Alencar,WIT
Valéria Pinheiro,WIT
Anna Marques,WIT
Thais Sousa,WIT
Elisandra Silva,WIT
Sandra Oliveira,WIT
Fláva Amim,WIT
Jaqueline Moura,WIT
Karina Fernandes,WIT
Ketrin Vargas,WIT
Aline Mello,WIT
Giovana Lucca,WIT
Juliany Raiol,WIT
Nicoli Araújo,WIT
Rafaela Sousa,WIT
Elloá Guedes,WIT
Karen Ribeiro,WIT
Jéssica Azevedo,WIT
Cristiano Maciel,WIT
Silvia Bim,WIT
Talita Ferreira,WIT
Elisângela Dias,WIT
Maristela Holanda,WIT
Aleteia Araujo,WIT
Barbara Duarte,WIT
Ana Moura,WIT
Mirella M. Moro,WIT
Barbara Freitas,WIT
Luciana Cosme,WIT
Mayara Nascimento,WIT
Laura Shibukawa,WIT
Mayara Yamanoe,WIT
Silvia Bim,WIT
Rosiane Freitas,WIT
Cristiano Maciel,WIT
Larissa Pessoa,WIT
Fernanda Pires,WIT
Jean Rangel,WIT
João Bernado,WIT
Karla Pereira,WIT
Amanda Saccol,WIT
Carla Castanho,WIT
Eduardo Silva,WIT
Eduardo Spies,WIT
Victor Alves,WIT
Fabrizio Franzoia,WIT
Fernanda Pires,WIT
Marcela Pessoa,WIT
Flávio Vieira,WPerformance
Carlos Alberto V. Campos,WPerformance
Guilherme Nunes Nasseh Barbosa,WPerformance
Diogo Menezes Ferrazani Mattos,WPerformance
Rafael de Oliveira Costa,WPerformance
Daniel Ratton Figueiredo,WPerformance
John Lucas R. P. de Sousa,WPerformance
Wellington Lobato,WPerformance
Denis Rosário,WPerformance
Eduardo Cerqueira,WPerformance
Leandro A. Villas,WPerformance
Rian T. D. Moreira,WPerformance
Dianne S. V. Medeiros,WPerformance
Gabriel Reis,WPerformance
Wellington Lobato,WPerformance
Denis Rosário,WPerformance
Eduardo Cerqueira,WPerformance
Leandro A. Villas,WPerformance
Francisco A. Rocha,WPerformance
Lucas Vinícius S. dos Santos,WPerformance
Francisco Airton Silva,WPerformance
Leonardo Fiório Soares,WPerformance
Ian Vilar Bastos,WPerformance
Igor Monteiro Moraes,WPerformance
Thiago Henrique Neves Coelho,WPerformance
Daniel Ratton Figueiredo,WPerformance
Francisco Iarlyson Santana de Andrade,WPerformance
Francisco Daladier Marques Junior,WPerformance
Lucas L. Silva,WPerformance
Ricardo Franco,WPerformance
André Carvalho,WPerformance
Wellington Martins,WPerformance
Luiz Paulo Carvalho,WPerformance
Silas Lima Filho,WPerformance
Michele A. Brandão,WPerformance
Jonice Oliveira,WPerformance
Flávia Maria Santoro,WPerformance
Mônica Ferreira da Silva,WPerformance
Gabriel G. Silva,WPerformance
Daniel C. Cunha,WPerformance
José Diogo A. de Sousa,WPerformance
Juliana F. dos Santos,WPerformance
Gabriel Alves,WPerformance
Marcelo Zamith,WPerformance
Marcel William Rocha da Silva,WPerformance
Juliana F. dos Santos,WPerformance
José Diogo A. de Sousa,WPerformance
Rafael Ferreira Mello,WPerformance
Cláudio T. Cristino,WPerformance
Gabriel Alves,WPerformance
Camila D. da Silva,WPerformance
Antonio A. de A. Rocha,WPerformance
Tadeu N. Ferreira,WPerformance
Diogo M. F. Mattos,WPerformance
Matheus Lemos,WPerformance
Daniel Figueiredo,WPerformance
Fábio Botler,WPerformance
Jorge Macêdo,WPerformance
Vicente Carvalho,WPerformance
Ermeson Andrade,WPerformance
Francisco Airton Silva,WPerformance
Francisco Wallison Rocha,WPerformance
Emilio Francesquini,WPerformance
Daniel Cordeiro,WPerformance
Romeu Lustosa Pires,WPerformance
Carlos Bravo Serrado,WPerformance
Daniel Sadoc Menasché,WPerformance
Valdir Carvalho,WPerformance
Ewerton Queiroz,WPerformance
Júlio Mendonça,WPerformance
Gustavo Callou,WPerformance
Ermeson Andrade,WPerformance
Vagner E. Quincozes,WPerformance
Silvio E. Quincozes,WPerformance
Juliano F. Kazienko,WPerformance
Brena Santos,WPerformance
Francisco Airton Silva,WPerformance
André Soares,WPerformance
Rodrigo A. P. Silva,WPerformance
Esther Pacitti,WPerformance
Yuri Frota,WPerformance
Daniel de Oliveira,WPerformance
Ana Caroline Fernandes Spengler,WPerformance
Paulo Sérgio Lopes de Souza,WPerformance
Vivian Kimie Isuyama,WPerformance
Bruno de Carvalho Albertini,WPerformance
Daiane M. Pereira,WPerformance
Rodrigo S. Couto,WPerformance
Vitor Finotti,WPerformance
Bruno Albertini,WPerformance
Dierli M. da R. Maschio,WPerformance
Bruno Duarte,WPerformance
Jean Patric da Costa,WPerformance
Marcelo Teixeira,WPerformance
Bruno Dourado Miranda,WPerformance
Romulo Silva de Oliveira,WPerformance
Andreu Carminati,WPerformance
Karina Wiechork,WPerformance
Darlan Eziquiel Felisberto da Silva,WPerformance
Marco Antoni,WPerformance
Felipe A. L. Soares,WPerformance
Tiago B. Silveira,WPerformance
Humberto T. Marques-Neto,WPerformance
Henrique C. Freitas,WPerformance
Carla Rodriguez,WPerformance
Vladimir Rocha,WPerformance
Rafael Lopes,WPerformance
Denis Rosário,WPerformance
Eduardo Cerqueira,WPerformance
Helder Oliveira,WPerformance
Tobias Gehlen,WPerformance
Maykon Renan Pereira da Silva,WPerformance
Flávio Rocha,WPerformance
Denilson Souza Bélo,WPerformance
Liria M. Sato,WPerformance
Edson Midorikawa,WPerformance
Benhur Tessele,WPerformance
Romulo Silva de Oliveira,WPerformance
Cristian Koliver,WPerformance
Évelynn Rosa,WPerformance
Flávio Rocha,WPerformance
Samuel de Oliveira Ribeiro,WPerformance
Glauber Dias Gonçalves,WPerformance
Francisco Airton Silva,WPerformance
Alex B. Vieira,WPerformance
Jussara Almeida,WPerformance
Ronald Souza,WPerformance
Daniel Figueiredo,WPerformance
Wilson Medeiros,WPerformance
Júlio Mendonça,WPerformance
Gabriel Alves,WPerformance
Ermeson Andrade,WPerformance
Lucas Santos,WPerformance
Laécio Rodrigues,WPerformance
Matheus Torquato,WPerformance
Francisco Airton Silva,WPerformance
Laécio Rodrigues,WPerformance
Igor Gonçalves,WPerformance
Iure Fé,WPerformance
Patrícia Endo,WPerformance
Francisco Airton Silva,WPerformance
Hudson Lopes,WPerformance
Ricardo Bruno de Oliveira,WPerformance
Flávio Rocha,WPerformance
Eduardo Ferreira Baroni,WPerformance
Gabriel Medina Braga,WPerformance
Natiele Lucca,WPerformance
Claudio Schepke,WPerformance
Carlos Brito,WPerformance
Laécio Rodrigues,WPerformance
Iure Fé,WPerformance
Guto Leoni,WPerformance
Francisco Airton Silva,WPerformance
Carlo Kleber da Silva Rodrigues,WPerformance
Vladimir Emiliano Moreira Rocha,WPerformance
Edvar Afonso L. Filho,WPerformance
Miguel Elias M. Campista,WPerformance
Emerson R. A. Barea,WPerformance
Cesar A. C. Marcondes,WPerformance
Hermes Senger,WPerformance
Diego F. Pedroso,WPerformance
Paulo F. C. Barbosa,WPerformance
Bruna A. da Silva,WPerformance
David Macedo,WPerformance
Cleber Zanchettin,WPerformance
Renato M. de Moraes,WPerformance
Felipe Assis,WPerformance
Mateus S. Nogueira,WPerformance
Daniel Menasch,WPerformance
João Ismael Pinheiro,WPerformance
Carla Delgado,WPerformance
Vandenberg B. da Paixão,WPerformance
Renato M. de Moraes,WPerformance
Matheus Martins,WPerformance
