Autor_Canonico,Sigla
Maria Eduarda Brandão,WIT
Melissa Lins,WIT
Poliana Ferreira,WIT
Rosimeire Santana,WIT
Carla Rodriguez,WIT
Denise Goya,WIT
Rafaela V. Rocha,WIT
Ana Luísa S. Milson,WIT
Luísa M. Laboissiere,WIT
Marcella D. Ferreira,WIT
Rodrigo Cardoso,WIT
Michele A. Brandão,WIT
Beatriz Saburido,WIT
Angélica F. S. Dias,WIT
Juliana B. S. França,WIT
Vânia Silvares Marquiori,WIT
Márcia Gonçalves Oliveira,WIT
Suelen M. de Paula,WIT
Raylla L. S. Gama,WIT
Isabella A. D. Melo,WIT
Adrielly C. E. Dias,WIT
Daniela C. Terra,WIT
Leticia M. M. S. Cheloni,WIT
Giorgia Mattos,WIT
Josilene A. Moreira,WIT
Laura L. A. O. Campos,WIT
Luyza E. D. Nascimento,WIT
Maria L. M. Calixto,WIT
Vanessa G. L. Pessoa,WIT
Tiago E. S. Araujo,WIT
Ana Luísa S. Milson,WIT
Indra Matsiendra C. D. Ribeiro,WIT
Izabela A. Andrade,WIT
Julia M. M. Gonçalves,WIT
Luísa M. Laboissiere,WIT
Marcella D. Ferreira,WIT
Daniel H. Dalip,WIT
Michele A. Brandão,WIT
Mirella M. Moro,WIT
Thiago Luís Lopes Siqueira,WIT
Leticia Santos Machado,WIT
Silvia Amelia Bim,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,WIT
Luciana Bolan Frigo,WIT
Cristiano Maciel,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,WIT
Cristiano Maciel,WIT
Glaucia M. M. Campos,WIT
Ana Cecília M. de Melo,WIT
Luciana Bolan Frigo,WIT
Francielli Freitas Moro,WIT
Rafaela Oliveira Padilha,WIT
Eliane Pozzebon,WIT
Larissa M. da F. Galeno,WIT
Maria Eduarda H. Lucena,WIT
Tainá da S. Lima,WIT
Maria Luiza M. Campos,WIT
Márcia Gonçalves Oliveira,WIT
Soraya Roberta dos Santos Medeiros,WIT
Ana Carla Kruger Leite,WIT
Clara Marques Bodart,WIT
Cibelle Amorim Martins,WIT
Ana Luiza C. Lorens,WIT
Juliana Espíndola Botelho,WIT
Ana Flávia C. Moura,WIT
Bárbara D. Duarte,WIT
Mirella M. Moro,WIT
Alice Fonseca Finger,WIT
Andréa Sabedra Bordin,WIT
Aline Vieira de Mello,WIT
Douglas Farias Cordeiro,WIT
Anelise Souza Rocha,WIT
Kátia Kelvis Cassiano,WIT
Nubia Rosa da Silva,WIT
Christiane Borges Santos,WIT
Audir da Costa Oliveira Filho,WIT
Andréa S. Bordin,WIT
Alice F. Finger,WIT
Letícia Gindri,WIT
Aline Vieira de Mello,WIT
Julie Silva Pereira,WIT
Luiza Rosa de Moura,WIT
Nurian Maria Amâncio Coelho,WIT
Gabriela Cardoso Montes,WIT
Ivy Oliveira Magesti,WIT
Alessandra Martins Coelho,WIT
Raquel Moreira Machado Fernandes,WIT
Ana Paula Cavadas Rodrigues,WIT
Claudia Lage Rebello da Motta,WIT
Carla Verônica Machado Marques,WIT
Carlo Emmanoel Tolla de Oliveira,WIT
Tamara Cristina Ferreira,WIT
Joslaine Cristina J. de Freitas,WIT
Marcos Wagner de Souza Ribeiro,WIT
Julia Passos,WIT
Karina Huh,WIT
Lais Cavalheiro,WIT
Yasmin Gonçalves,WIT
Marcelo M. Eler,WIT
Josely Cubero,WIT
Sarajane M. Peres,WIT
Simone de Oliveira Santos,WIT
Maria Rodrigues Gomes,WIT
Agatha Alves Martins Rodrigues,WIT
Ariadna Carreiro de Miranda,WIT
Lucas Lima Sousa Torres,WIT
Claudia Sousa Barbosa,WIT
Rebeca Hilda Furtado Costa,WIT
Sara das Mercês Silva,WIT
Fabíola Pantoja O. Araújo,WIT
Lucas Almeida Silva,WIT
Queilane da Conceição Rocha,WIT
Amanda Vilas Boas Oliveira,WIT
Yasmin Solrac Ribeiro dos Santos,WIT
Felipe de Melo Santos,WIT
Guilherme Gonçalves da Silva,WIT
Érica Pereira Machado,WIT
Suzany Angeli,WIT
Isabela Gasparini,WIT
Silvia Amelia Bim,WIT
Gláucia Braga e Silva,WIT
Thais Regina de M. B. Silva,WIT
Maria Dalila Vieira,WIT
Ana Paula Lüdtke Ferreira,WIT
Márcia Maria Lucchese,WIT
Matheus Mattos de Almeida Cruz,WIT
Silvia Amelia Bim,WIT
Ligia Cristina Battezzati,WIT
Mateus Santos,WIT
Rita C. G. Berardi,WIT
Lauana M. C. de Oliveira,WIT
Anna Beatriz Marques,WIT
Rosiane Freitas,WIT
Bruna Mariana F. de Souza,WIT
Juliana Magalhães,WIT
Julia Luiza da Conceição,WIT
Valéria Maria Pinheiro,WIT
Ana Iza Alencar,WIT
Kalinka Castelo Branco,WIT
Maria Victoria S. Fiori,WIT
Anna Beatriz Marques,WIT
Eduardo G. Gomes,WIT
Ialy C. Sousa,WIT
Lílian H. Teixeira,WIT
Jerry A. Souza,WIT
Moacy P. Silva,WIT
Mary Karlla A. Guimarães,WIT
Iana Daya C. F. Passos,WIT
Emely V. V. Albernaz Lopes,WIT
Maria Victoria S. Fiori,WIT
Marina da S. Rocha,WIT
Kalinka Castelo Branco,WIT
Anna Beatriz Rosangela Marques,WIT
Ester de Lima Pontes Andrade,WIT
Kamila Almeida Benevides,WIT
Kelly Bianca Araujo Silva,WIT
Letícia Medeiros,WIT
Luana Júlia Nunes Ferreira,WIT
Natália de Assis Sousa,WIT
Eliana Almeida,WIT
Sunny Kelma Oliveira Miranda,WIT
Thayanna Klysnney Moreira Nunes,WIT
Aleteia Patricia Araujo,WIT
Maristela Holanda,WIT
Maria Alice N. Silva,WIT
Thalia S. Santana,WIT
Letícia S. Camargo,WIT
Natália C. Louzada,WIT
Ramayane B. Braga,WIT
Adriano Braga,WIT
Luiz Henrique C. Nunes,WIT
Josivan R. Reis,WIT
Carla M. Paxiúba,WIT
Márcio J. M. Ponte,WIT
Mariana W. B. Nascimento,WIT
Roberto P. Nascimento,WIT
Simone S. Sidnei,WIT
Márcio A. Miranda,WIT
Suelen M. de Paula,WIT
Patrícia Araújo de Oliveira,WIT
Aíla Maciel,WIT
Gabriela Felipa Souza,WIT
Silvia Amelia Bim,WIT
Rita C. G. Berardi,WIT
Sarah Barbosa de Deus,WIT
Steffany Caroline Carvalho Freire,WIT
Carina Machado de Farias,WIT
Thalia S. Santana,WIT
Adriano Braga,WIT
Maria Roselene A. Lima,WIT
Geisiane S. Matos,WIT
Sara M. Silva,WIT
Fabíola Pantoja O. Araújo,WIT
Renata V. de Figueiredo,WIT
Tanara Lauschner,WIT
Laura Ribeiro,WIT
Glívia Barbosa,WIT
Ismael Silva,WIT
Flávio Coutinho,WIT
Natália Santos,WIT
Waine Júnior,WIT
Lohana Santos,WIT
André Manzano,WIT
Ângela Farias,WIT
Tamyres Souza,WIT
Soraia Prietch,WIT
Roger Resmini,WIT
Gisele Marinho,WIT
Simone Fagundes,WIT
Carolina Aguilar,WIT
Anna Marques,WIT
Valéria Pinheiro,WIT
Ana Alencar,WIT
Kalinka Branco,WIT
Maria Mendes,WIT
Viviana Noguera,WIT
Kalinka Branco,WIT
Cristina Ciferri,WIT
Márcia Oliveira,WIT
Ana Leite,WIT
Mônica Silva,WIT
Clara Marques Bodart,WIT
Gabriel Nascimento,WIT
Aline Mello,WIT
Amanda Melo,WIT
Isadora Ferrão,WIT
Natália C. Louzada,WIT
Thalia S. Santana,WIT
Ianka Assis,WIT
Ramayane B. Braga,WIT
Adriano Braga,WIT
Jailma da silva,WIT
Vanessa Dantas,WIT
Renata Figueiredo,WIT
Sheyla Medeiros,WIT
Thaíse Costa,WIT
Karen Ribeiro,WIT
Cristiano Maciel,WIT
Monica M. Pereira,WIT
Marjory Abreu,WIT
Kecia Ferreira,WIT
Glívia Barbosa,WIT
Silvia Albuquerque,WIT
Vania Marquiori,WIT
Márcia Oliveira,WIT
Gabriel Nascimento,WIT
Amanda Martins,WIT
Joana Silva,WIT
Joyce Santos,WIT
Ayla Rebouças,WIT
Renata Sena,WIT
Maria Fiori,WIT
Marina Rocha,WIT
Anna Marques,WIT
Nani Castilho,WIT
Clevi Rapkiewicz,WIT
Simone Fogazzi,WIT
Ana Bacelo,WIT
Cristina Nunes,WIT
Milene Silveira,WIT
Ana Alencar,WIT
Valéria Pinheiro,WIT
Anna Marques,WIT
Thais Sousa,WIT
Elisandra Silva,WIT
Sandra Oliveira,WIT
Fláva Amim,WIT
Jaqueline Moura,WIT
Karina Fernandes,WIT
Ketrin Vargas,WIT
Aline Mello,WIT
Giovana Lucca,WIT
Juliany Raiol,WIT
Nicoli Araújo,WIT
Rafaela Sousa,WIT
Elloá Guedes,WIT
Karen Ribeiro,WIT
Jéssica Azevedo,WIT
Cristiano Maciel,WIT
Silvia A. Bim,WIT
Talita Ferreira,WIT
Elisângela Dias,WIT
Maristela Holanda,WIT
Aleteia Araujo,WIT
Barbara Duarte,WIT
Ana Moura,WIT
Mirella M. Moro,WIT
Barbara Freitas,WIT
Luciana Cosme,WIT
Mayara Nascimento,WIT
Laura Shibukawa,WIT
Mayara Yamanoe,WIT
Silvia A. Bim,WIT
Rosiane Freitas,WIT
Cristiano Maciel,WIT
Larissa Pessoa,WIT
Fernanda Pires,WIT
Jean Rangel,WIT
João Bernado,WIT
Karla Pereira,WIT
Amanda Saccol,WIT
Carla Castanho,WIT
Eduardo Silva,WIT
Eduardo Spies,WIT
Victor Alves,WIT
Fabrizio Franzoia,WIT
Fernanda Pires,WIT
Marcela Pessoa,WIT
Jacques André Grings,WIT
Naira Kaieski,WIT
Paula Nunes,WIT
Luciana A. F. Martimiano,WIT
Nikaelly V. de Lima,WIT
Valéria D. Feltrim,WIT
Larissa Roder,WIT
Suzy Santiago,WIT
Carolina Riente de Andrade,WIT
Cláudia Letícia Ferraz Dutra,WIT
Márcia Gonçalves Oliveira,WIT
Mônica F. da Silva Lopes,WIT
Anne Carolina Silva,WIT
Jennifer Gonçalves do Amaral,WIT
Helen França Medeiros,WIT
Sheyla Medeiros,WIT
Thaíse Costa,WIT
Vanessa Dantas,WIT
Renata Figueiredo,WIT
Beatriz Martins,WIT
Maysa M. G. Macedo,WIT
Andrea Britto Mattos,WIT
Marisa Vasconcelos,WIT
Alexandre Martinazzo,WIT
Roseli Lopes,WIT
Josilene Aires,WIT
Giorgia Mattos,WIT
Andréa Brito,WIT
Ana Flávia Aragão,WIT
Sanny Alves,WIT
Thiago Coelho,WIT
Gabriel Moreira,WIT
Helen Abdala R. Ferreira,WIT
Alice Barbosa,WIT
Reinaldo B. Braga,WIT
Marcia N. Viana,WIT
Carina Oliveira,WIT
Ana Flávia C. Moura,WIT
Thiago Henrique C. Tavares,WIT
Giorgia de O. Mattos,WIT
Josilene A. Moreira,WIT
Jaciana B. da Silva,WIT
Reinaldo B. Braga,WIT
Carina Oliveira,WIT
Thais Regina de Moura Braga Silva,WIT
Gláucia Braga e Silva,WIT
Camila N. Soares,WIT
Leticia L. Leite,WIT
Aleteia Patrícia F. de Araújo,WIT
Maristela Holanda,WIT
Rafaela Brum,WIT
Rosa Maria E. Moreira da Costa,WIT
Aleteia Patrícia F. de Araújo,WIT
Vera Maria B. Werneck,WIT
Maria Clicia Steling de Castro,WIT
Joyce Quintino,WIT
Carina Oliveira,WIT
Carlo Oliveira,WIT
Juliana M. Oliveira dos Santos,WIT
Karen A. dos S. Pereira,WIT
Débora Abdalla Santos,WIT
Jéssica Azevedo,WIT
Karen da Silva Figueiredo,WIT
Cristiano Maciel,WIT
Karen da Silva Figueiredo,WIT
Cristiano Maciel,WIT
Lara Cadar Cunha,WIT
Gabriel Novy,WIT
Carlos Alberto Severiano Júnior,WIT
Cristiane N. Targa,WIT
Daniel B. F. Conrado,WIT
Suellen Barros Ramos,WIT
Karen da Silva Figueiredo,WIT
Vanessa Dantas,WIT
Renata V. de Figueiredo,WIT
Mariana Michels Fontoura,WIT
Leander de Oliveira,WIT
Marília A. Amaral,WIT
Rosiane Freitas,WIT
Karla Susiane Pereira,WIT
Larissa Pessoa,WIT
Ariel Bentes,WIT
Ingrid Santos,WIT
Isabelly Oliveira,WIT
Tanara Lauschner,WIT
Luiza A. Hansen,WIT
Lucas M. Chagas,WIT
Aleteia Patrícia F. de Araújo,WIT
Vinicius R. P. Borges,WIT
Maristela Holanda,WIT
Bárbara Stéphanie Neves Oliveira,WIT
Joyce Nayne Araújo Nascimento,WIT
Maria Tassiane Barros de Lima,WIT
Nayara Maria Costa de Mesquita,WIT
Carla Ilane Moreira Bezerra,WIT
Paulo de Tarso Guerra Oliveira,WIT
Joicy Daliane Oliveira,WIT
Elisa Rocha,WIT
Thayrone Santos,WIT
Soraya Medeiros,WIT
Isabel Dillmann Nunes,WIT
Daniela Ridel,WIT
Sabrina Tridico,WIT
Luiz Henrique Castelo Branco,WIT
José Carlos Maldonado,WIT
Kalinka Castelo Branco,WIT
Carla Denise Castanho,WIT
Aurora Wang,WIT
Ingrid Santana,WIT
Gabriel G. Silva,WPerformance
Daniel C. Cunha,WPerformance
José Diogo A. de Sousa,WPerformance
Juliana F. dos Santos,WPerformance
Gabriel Alves,WPerformance
Marcelo Zamith,WPerformance
Marcel William Rocha da Silva,WPerformance
Juliana F. dos Santos,WPerformance
José Diogo A. de Sousa,WPerformance
Rafael Ferreira Mello,WPerformance
Cláudio T. Cristino,WPerformance
Gabriel Alves,WPerformance
Camila D. da Silva,WPerformance
Antonio A. de A. Rocha,WPerformance
Tadeu N. Ferreira,WPerformance
Diogo M. F. Mattos,WPerformance
Matheus Lemos,WPerformance
Daniel Figueiredo,WPerformance
Fábio Botler,WPerformance
Jorge Macêdo,WPerformance
Vicente Carvalho,WPerformance
Ermeson Andrade,WPerformance
Francisco Airton Silva,WPerformance
Francisco Wallison Rocha,WPerformance
Emilio Francesquini,WPerformance
Daniel Cordeiro,WPerformance
Romeu Lustosa Pires,WPerformance
Carlos Bravo Serrado,WPerformance
Daniel Sadoc Menasché,WPerformance
Valdir Carvalho,WPerformance
Ewerton Queiroz,WPerformance
Júlio Mendonça,WPerformance
Gustavo Callou,WPerformance
Ermeson Andrade,WPerformance
Vagner E. Quincozes,WPerformance
Silvio E. Quincozes,WPerformance
Juliano F. Kazienko,WPerformance
Brena Santos,WPerformance
Francisco Airton Silva,WPerformance
André Soares,WPerformance
Rodrigo A. P. Silva,WPerformance
Esther Pacitti,WPerformance
Yuri Frota,WPerformance
Daniel de Oliveira,WPerformance
Ana Caroline Fernandes Spengler,WPerformance
Paulo Sérgio Lopes de Souza,WPerformance
Vivian Kimie Isuyama,WPerformance
Bruno de Carvalho Albertini,WPerformance
Daiane M. Pereira,WPerformance
Rodrigo S. Couto,WPerformance
Vitor Finotti,WPerformance
Bruno Albertini,WPerformance
Dierli M. da R. Maschio,WPerformance
Bruno Duarte,WPerformance
Jean Patric da Costa,WPerformance
Marcelo Teixeira,WPerformance
Bruno Dourado Miranda,WPerformance
Romulo Silva de Oliveira,WPerformance
Andreu Carminati,WPerformance
Karina Wiechork,WPerformance
Darlan Eziquiel Felisberto da Silva,WPerformance
Marco Antoni,WPerformance
Felipe A. L. Soares,WPerformance
Tiago B. Silveira,WPerformance
Humberto T. Marques-Neto,WPerformance
Henrique C. Freitas,WPerformance
Carla Rodriguez,WPerformance
Vladimir Rocha,WPerformance
Rafael Lopes,WPerformance
Denis Rosário,WPerformance
Eduardo Cerqueira,WPerformance
Helder Oliveira,WPerformance
Tobias Gehlen,WPerformance
Maykon Renan Pereira da Silva,WPerformance
Flávio Rocha,WPerformance
Denilson Souza Bélo,WPerformance
Liria M. Sato,WPerformance
Edson Midorikawa,WPerformance
Benhur Tessele,WPerformance
Romulo Silva de Oliveira,WPerformance
Cristian Koliver,WPerformance
Évelynn Rosa,WPerformance
Flávio Rocha,WPerformance
Samuel de Oliveira Ribeiro,WPerformance
Glauber Dias Gonçalves,WPerformance
Francisco Airton Silva,WPerformance
Alex B. Vieira,WPerformance
Jussara Almeida,WPerformance
Ronald Souza,WPerformance
Daniel Figueiredo,WPerformance
Wilson Medeiros,WPerformance
Júlio Mendonça,WPerformance
Gabriel Alves,WPerformance
Ermeson Andrade,WPerformance
Lucas Santos,WPerformance
Laécio Rodrigues,WPerformance
Matheus Torquato,WPerformance
Francisco Airton Silva,WPerformance
Laécio Rodrigues,WPerformance
Igor Gonçalves,WPerformance
Iure Fé,WPerformance
Patrícia Endo,WPerformance
Francisco Airton Silva,WPerformance
Hudson Lopes,WPerformance
Ricardo Bruno de Oliveira,WPerformance
Flávio Rocha,WPerformance
Eduardo Ferreira Baroni,WPerformance
Gabriel Medina Braga,WPerformance
Natiele Lucca,WPerformance
Claudio Schepke,WPerformance
Carlos Brito,WPerformance
Laécio Rodrigues,WPerformance
Iure Fé,WPerformance
Guto Leoni,WPerformance
Francisco Airton Silva,WPerformance
Carlo Kleber da Silva Rodrigues,WPerformance
Vladimir Emiliano Moreira Rocha,WPerformance
Edvar Afonso L. Filho,WPerformance
Miguel Elias M. Campista,WPerformance
Emerson R. A. Barea,WPerformance
Cesar A. C. Marcondes,WPerformance
Hermes Senger,WPerformance
Diego F. Pedroso,WPerformance
Paulo F. C. Barbosa,WPerformance
Bruna A. da Silva,WPerformance
David Macedo,WPerformance
Cleber Zanchettin,WPerformance
Renato M. de Moraes,WPerformance
Felipe Assis,WPerformance
Mateus S. Nogueira,WPerformance
Daniel Menasch,WPerformance
João Ismael Pinheiro,WPerformance
Carla Delgado,WPerformance
Vandenberg B. da Paixão,WPerformance
Renato M. de Moraes,WPerformance
Matheus Martins,WPerformance
Miguel A. Bicudo,WPerformance
Daniel Menasch,WPerformance
Leandro P. de Aguiar,WPerformance
Daniel Menasch,WPerformance
Italo Cunha,WPerformance
Cabral Lima,WPerformance
Leandro P. de Aguiar,WPerformance
Brena Santos,WPerformance
Patricia Takako Endo,WPerformance
Francisco Airton Silva,WPerformance
Igor W. A. Falcão,WPerformance
Rafael F. Vieira,WPerformance
Marcos C. R. Seruffo,WPerformance
Diego L. Cardoso,WPerformance
Breno Machado,WPerformance
Alex B. Vieira,WPerformance
Italo Cunha,WPerformance
Artur Ziviani,WPerformance
Felipe V. de Almeida,WPerformance
Liria M. Sato,WPerformance
Edson Midorikawa,WPerformance
Tatiana T. Torres,WPerformance
Rafael G. Damasceno,WPerformance
Daniel Figueiredo,WPerformance
Leonardo Teteo,WPerformance
Pedro Moura,WPerformance
Elton F. de S. Soares,WPerformance
Carlos Alberto V. Campos,WPerformance
William B. Mingardi,WPerformance
Gustavo M. D. Vieira,WPerformance
Paulo Henrique Rocha,WPerformance
Francisco Airton Silva,WPerformance
Brena Santos,WPerformance
Daniel Carvalho,WPerformance
Iure Fé,WPerformance
Francisco Airton Silva,WPerformance
Alex B. Vieira,WPerformance
Edelberto Franco,WPerformance
Frederico O. Sales,WPerformance
Caio Flexa,WPerformance
Walisson Gomes,WPerformance
Sergio Viademonte,WPerformance
Filipe C. Fernandes,WPerformance
Rodrigo M. S. Oliveira,WPerformance
Anderson J. C. Sena,WPerformance
Ramon C. F. Araújo,WPerformance
Fabricio J. B. Brito,WPerformance
Felipe Oliveira,WPerformance
Luan Lins,WPerformance
André Barreto,WPerformance
Jean Araújo,WPerformance
João Barbosa,WPerformance
Isaac Barros,WPerformance
Wendel Serra,WPerformance
Warley Junior,WPerformance
João Carmona,WPerformance
Hugo Kuribayashi,WPerformance
Bruno Demattos Nogueira,WPerformance
Francisco Galuppo Azevedo,WPerformance
Fabricio Murai,WPerformance
Ana Paula Couto da Silva,WPerformance
Daniel R. F. Bonetti,WPerformance
Gesiel Rios Lopes,WPerformance
Alexandre C. B. Delbem,WPerformance
Paulo S. L. Souza,WPerformance
Kalinka Branco,WPerformance
Gonzalo Travieso,WPerformance
Diego Ximenes,WPerformance
Gabriel Mendonça,WPerformance
Gustavo H. A. Santos,WPerformance
Edmundo de Souza e Silva,WPerformance
Rosa M.M. Leão,WPerformance
Daniel Menasch,WPerformance
Victor Olimpio,WPerformance
André Nascimento,WPerformance
Aline Paes,WPerformance
Daniel de Oliveira,WPerformance
Fabricio E. Rodriguez Cesen,WPerformance
Christian Esteve Rothenberg,WPerformance
José de Paula Neves Neto,WPerformance
Daniel Ratton Figueiredo,WPerformance
Jhonatan T. Cabral Néry,WPerformance
Franciny Barreto,WPerformance
Joslaine C. Jeske de Freitas,WPerformance
Bruna A. da Silva,WPerformance
Renato M. de Moraes,WPerformance
Lourenço Alves Pereira Júnior,WPerformance
Regina H. Carlucci Sanatana,WPerformance
Marcos José Santana,WPerformance
Francisco José Monaco,WPerformance
Carlos A. T. Aguni,WPerformance
Daniel Cordeiro,WPerformance
Luiz Claudio Schara Magalhães,WPerformance
Diogo Menezes Ferrazani Mattos,WPerformance
Emanuel Coutinho,WPerformance
Danielo G. Gomes,WPerformance
Maurício M. Neto,WPerformance
Leonardo Moreira,WPerformance
José Neuman de Souza,WPerformance
Caroline Maul de A. Lima,WPerformance
Eduardo A. da Silva,WPerformance
Pedro B. Velloso,WPerformance
Jasiel G. Bahia,WPerformance
Miguel Elias M. Campista,WPerformance
Lauri P. Laux Jr,WPerformance
Roberto A. Hexsel,WPerformance
Gustavo S. Carnivali,WPerformance
Alex B. Vieira,WPerformance
Paulo A. A. Esquef,WPerformance
Artur Ziviani,WPerformance
Juan Sebastian Mejia Vallejo,WPerformance
Daniel Lazkani Feferman,WPerformance
Christian Esteve Rothenberg,WPerformance
Roseli da R. Barbosa,WPerformance
Paulo A. L. Rego,WPerformance
Michel S. Bonfim,WPerformance
Arthur de C. Callado,WPerformance
Vinicius S. Conceição,WPerformance
Nestor D. O. Volpini,WPerformance
Dorgival Guedes,WPerformance
João Vitor B. Tavares,WPerformance
Giulio Iacobelli,WPerformance
Daniel Figueiredo,WPerformance
Nestor D. O. Volpini,WPerformance
Vinicius S. Conceição,WPerformance
Raphael L. Pontes,WPerformance
Dorgival Guedes,WPerformance
Douglas Siqueira,WPerformance
Paulo H. Rocha,WPerformance
Tomaz Bisneto,WPerformance
Paulo A. L. Rego,WPerformance
Francisco A. Silva,WPerformance
Rafael Zerbini Alves da Mata,WPerformance
Carlo Kleber da Silva Rodrigues,WPerformance
Daniel Menasch,WPerformance
Italo Cunha,WPerformance
Cabral Lima,WPerformance
Leandro P. de Aguiar,WPerformance
Francisco Galuppo Azevedo,WPerformance
Bruno Demattos Nogueira,WPerformance
Fabricio Murai,WPerformance
Ana Paula Couto da Silva,WPerformance
Eduardo H. Teixeira,WPerformance
Mateus Manuel,WPerformance
Renan Costa,WPerformance
Vinicius R. S. dos Santos,WPerformance
Edson L. Padoin,WPerformance
Philippe O. A. Navaux,WPerformance
Vinicius Garcia Pinto,WPerformance
Lucas Mello Schnorr,WPerformance
Arnaud Legrand,WPerformance
Samuel Thibault,WPerformance
Luka Stanisic,WPerformance
Vincent Danjean,WPerformance
Gabriel B. Moro,WPerformance
Lucas Mello Schnorr,WPerformance
Pablo José Pavan,WPerformance
Matheus da Silva Serpa,WPerformance
Víctor Martínez,WPerformance
Edson L. Padoin,WPerformance
Jairo Panetta,WPerformance
Philippe O. A. Navaux,WPerformance
Eduardo G. Gomes,CTIC
Andre L. L. Aquino,CTIC
Lucas Caldeira de Oliveira,CTIC
Marcelo Teixeira,CTIC
Dalcimar Casanova,CTIC
Pablo Cecilio,CTIC
Antônio Pereira,CTIC
Leonardo Rocha,CTIC
Felipe Viegas,CTIC
Antônio Pereira,CTIC
Leonardo Rocha,CTIC
Felipe Viegas,CTIC
Rafael Lopes,CTIC
Denis Rosário,CTIC
Eduardo Cerqueira,CTIC
Helder Oliveira,CTIC
Heitor Werneck,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Frederico Messa,CTIC
André G. Pereira,CTIC
Gustavo Martins,CTIC
Rosiane Freitas,CTIC
Bruno Gadelha,CTIC
Hannah O. Plath,CTIC
Maria Estela O. Paiva,CTIC
Danielle L. Pinto,CTIC
Paula D. P. Costa,CTIC
Gustavo F. Camilo,CTIC
Miguel Elias M. Campista,CTIC
Luis Henrique M. K. Costa,CTIC
Otto Carlos M. B. Duarte,CTIC
Christiana Couto,SBCUP
Gabriela Moutinho de Souza Dias,SBCUP
Ronaldo Moreira Salles,SBCUP
Gustavo Claudio Karl Couto,SBCUP
Renato Dilli,SBCUP
Patrick Fernandes,SBCUP
Eduardo Monks,SBCUP
Renata Reiser,SBCUP
Adenauer C. Yamin,SBCUP
Leonardo J. A. S. Figueiredo,SBCUP
Germano B. dos Santos,SBCUP
Raissa P. P. M. Souza,SBCUP
Fabrício A. Silva,SBCUP
Thais R. M. B. Silva,SBCUP
Antonio A. F. Loureiro,SBCUP
Lucas B. Oliveira,SBCUP
Alan Veloso,SBCUP
Denis Rosário,SBCUP
Antônio Abelém,SBCUP
João Marcos A. M. Ramos,SBCUP
Vinícius G. J. Almeida,SBCUP
Henrique S. Santana,SBCUP
Thais R. M. B. Silva,SBCUP
Fabrício A. Silva,SBCUP
Vinícius H. Izabel,SBCUP
Matheus D. de Oliveira,SBCUP
Mateus S. Menines,SBCUP
Raquel F. Vassallo,SBCUP
Leonardo A. Silva,SBCUP
Alexandre P. do Carmo,SBCUP
Bruna M. O. S. Cordeiro,SBCUP
Roberto Rodrigues Filho,SBCUP
Fábio M. Costa,SBCUP
Rogério Albandes,SBCUP
Alexandre Souza,SBCUP
Rodrigo Lambrecht,SBCUP
Franklin Barcellos,SBCUP
Adenauer C. Yamin,SBCUP
Cleber S. Peter,SBCUP
Lucas Penning,SBCUP
Alexandra Zimpeck,SBCUP
Felipe Marques,SBCUP
Adenauer C. Yamin,SBCUP
Igor H. D. Fontes,SBCUP
Arthur M. A. Melo,SBCUP
Andre L. L. Aquino,SBCUP
Hugo Santos,SBCUP
Paulo Eugênio,SBCUP
Leonardo Marques,SBCUP
Helder Oliveira,SBCUP
Denis Rosário,SBCUP
Eduardo Nogueira,SBCUP
Augusto Neto,SBCUP
Eduardo Cerqueira,SBCUP
Felipe Araújo,SBCUP
Stefany Pinheiro,SBCUP
Iago Medeiros,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Ubiratan Bezerra,SBCUP
Maria Tostes,SBCUP
Andréia Antloga,SBCUP
Joseane O. V. Paiva,SBCUP
Rainara M. Carvalho,SBCUP
Rossana M. C. Andrade,SBCUP
Leandro Camargo,SBCUP
Ana Marilza Pernas,SBCUP
Adenauer C. Yamin,SBCUP
Felipe Haertel,SBCUP
Thalia S. Santana,SBCUP
Renato F. Bulcão-Neto,SBCUP
Lucas Santos,SBCUP
Brena Santos,SBCUP
Francisco Airton Silva,SBCUP
Wanderson Modesto,SBCUP
Augusto Venâncio Neto,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Francisco A. Rocha,SBCUP
Eduardo E. Mosca,SBCUP
Gabriel G. Silva,SBCUP
Rafael Gomes,SBCUP
Alexandra S. Pereira,SBCUP
Thais R. M. B. Silva,SBCUP
Fabrício A. Silva,SBCUP
Luiz H. A. Correia,SBCUP
Antonio A. F. Loureiro,SBCUP
Emiliano S. Monteiro,SBCUP
Maria Eloisa Mignoni,SBCUP
Rodrigo R. Righi,SBCUP
Cristiano A. da Costa,SBCUP
Rafael Kunst,SBCUP
Antônio Alberti,SBCUP
Mateus Schmitz da Silveira,SBCUP
Rodolfo Stoffel Antunes,SBCUP
Cristiano A. da Costa,SBCUP
Leonardo Alves de Melo,SBCUP
Luis Fernando Gomez Gonzalez,SBCUP
Juliana Freitag Borin,SBCUP
José C. F. M. Júnior,SBCUP
David C. P. da Cunha,SBCUP
Carlos A. G. Ferraz,SBCUP
Wendel Serra,SBCUP
Warley Junior,SBCUP
Isaac Barros,SBCUP
Hugo Kuribayashi,SBCUP
João Carmona,SBCUP
