Autor,Grau (Centralidade),Gênero
Rodrigo Pereira dos Santos,0.0882,Homem
Davi Viana,0.0809,Homem
Emanuel Coutinho,0.0809,Homem
Francisco A. Silva,0.0515,Homem
Inaldo Costa,0.0515,Homem
Ariel Teles,0.0515,Homem
Arlindo da Conceição,0.0515,Homem
Luis Rivero,0.0515,Homem
Alexandre Aragão,0.0515,Homem
Vanessa Michalsky Barbosa,0.0515,Mulher
Taís Pinheiro Borges Silva,0.0515,Mulher
Nayana Borges das Mercês,0.0515,Mulher
Tayana Nery Franca,0.0515,Mulher
