Autor,Grau (Centralidade),Gênero
Leonardo Rocha,0.0879,Homem
Luciana Trento Raineri,0.044,Mulher
Raquel Mariana Candido,0.044,Mulher
Rafael Silva Del Lama,0.044,Homem
Renato Tinos,0.044,Homem
Orlando Lee,0.044,Homem
Cândida Nunes da Silva,0.044,Mulher
Leonardo Lima,0.044,Homem
Rebecca Salles,0.044,Mulher
