Autor,Grau (Centralidade),Gênero
Leonardo Rocha,0.1444,Homem
Daniella Martins Vasconcellos,0.0667,Mulher
Carlos Daniel Schmitt Bunn,0.0667,Homem
Nícollas Silva,0.0667,Homem
Maria Teresa Silva Santos,0.0667,Mulher
Laís Pisetta Van Vossen,0.0667,Mulher
Isabela Gasparini,0.0667,Mulher
Guilherme Tomaselli Borchardt,0.0667,Homem
Eric Carvalho da Silveira,0.0667,Homem
