Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Peso
André Luiz Alves,Homem,Raissa Ohana F. O e Silva,Mulher,1
André Luiz Alves,Homem,Álvaro Getúlio Medeiros,Homem,1
Anelise Lemke Kologeski,Mulher,Natália Bernardo Nunes,Mulher,1
Angelo Augusto Frozza,Homem,Miguel Airton Frantz,Homem,1
Angelo Augusto Frozza,Homem,Reginaldo Rubens da Silva,Homem,1
Antônio Raphael Brito Meireles,Homem,Ingrid dos Santos Vilas Verde,Mulher,1
Antônio Raphael Brito Meireles,Homem,Maria Teresinha Tamanini Andrade,Mulher,1
Bruna Kopplin,Mulher,Cristiane Stamberg,Mulher,1
Bruna Souza,Mulher,Emmerson Silva,Homem,1
Bruna Souza,Mulher,Miguel Oliveira,Homem,1
Bruna Souza,Mulher,Neila Xavier,Mulher,1
Bruno Clemente,Homem,Bruno Coutinho,Homem,1
Bruno Clemente,Homem,Paulo Sabaini,Homem,1
Bruno Coutinho,Homem,Paulo Sabaini,Homem,1
Bruno César Vani,Homem,César D. Silva,Homem,1
Bruno César Vani,Homem,Jessica Viana,Mulher,1
Bruno César Vani,Homem,Kleber Manrique Trevisani,Homem,1
Bruno César Vani,Homem,Melissa Zanatta,Mulher,1
Bruno Kalel da Silva,Homem,Fábio José Alves,Homem,1
Bruno Kalel da Silva,Homem,Gabryella Rocha Rodrigues,Mulher,1
Bruno Kalel da Silva,Homem,Leonardo da Silva Moraes,Homem,1
Bruno Kalel da Silva,Homem,Rita Rocha Kasahara,Mulher,1
Bruno O. Goulart,Homem,Carolina Xavier,Mulher,1
Bruno O. Goulart,Homem,João Gabriel Silva,Homem,1
Bruno O. Goulart,Homem,Maria Júlia M. Schettini,Mulher,1
Bruno O. Goulart,Homem,Samuel O. Silva,Homem,1
Bruno S. Mascarenhas,Homem,Daniela G. S. Freitas,Mulher,1
Bruno S. Mascarenhas,Homem,Igor Q. Silva,Homem,1
Bruno S. Mascarenhas,Homem,Pablo F. Matos,Homem,1
Bruno S. Mascarenhas,Homem,Saionara S. Araújo,Mulher,1
Bruno Silva,Homem,Jadir Arnaldo Júnior,Homem,1
Bruno Silva,Homem,Leila Buarque,Mulher,1
Bruno Silva,Homem,Marcelo Cunha,Homem,1
Caciele Catiussa Ibarro Barbosa Lara,Mulher,Dariane Abich,Mulher,1
Caciele Catiussa Ibarro Barbosa Lara,Mulher,Rafael Parizi,Homem,1
Calebe Conceição,Homem,Carla Aquino,Mulher,1
Calebe Conceição,Homem,Glederson Santos,Homem,1
Calebe Conceição,Homem,Pedro Mietliki,Homem,1
Carla Aquino,Mulher,Glederson Santos,Homem,1
Carla Aquino,Mulher,Pedro Mietliki,Homem,1
Carla Silva,Homem,Estela Diaz,Mulher,1
Carla Silva,Homem,Lucas Leal,Homem,1
Carla Silva,Homem,Pedro Lourenço,Homem,1
Carlos Lima,Homem,Helder Rangel,Homem,1
Carlos Lima,Homem,Heremita Lima,Mulher,1
Carlos Lima,Homem,Nadja Rodrigues,Mulher,1
Carlos Lima,Homem,Samyra Almeida,Mulher,1
Carlos Lima,Homem,Tiago Barbosa,Homem,1
Carolina Aguilar,Mulher,Irlon Lamblet,Homem,1
Carolina Aguilar,Mulher,Luis Silva,Homem,1
Carolina Aguilar,Mulher,Rafael Escalfoni,Homem,1
Carolina Aguilar,Mulher,Rafael Ferreira,Homem,1
Carolina Xavier,Mulher,João Gabriel Silva,Homem,1
Carolina Xavier,Mulher,Maria Júlia M. Schettini,Mulher,1
Carolina Xavier,Mulher,Samuel O. Silva,Homem,1
Caroline P. Castro,Mulher,Cleon X. Pereira Júnior,Homem,1
Caroline P. Castro,Mulher,Geovanna S. Santos,Mulher,1
Caroline P. Castro,Mulher,Thaís A. Aires,Mulher,1
Caroline P. Castro,Mulher,Zara Hoffmann,Mulher,1
Claiton Correa,Homem,Daila Rita Becker Nunes,Mulher,1
Claiton Correa,Homem,Dariane Abich,Mulher,1
Claiton Correa,Homem,Fernando Oliveira,Homem,1
Claiton Correa,Homem,Joaquim Assunção,Homem,1
Claiton Correa,Homem,Luciéli Tolfo Beque Guerra,Mulher,1
Claiton Correa,Homem,Moraes Neto,Homem,1
Claiton Correa,Homem,Rafael Parizi,Homem,1
Clara Scheffer Emerich,Mulher,Matheus Lorenzato Braga,Homem,1
Clara Scheffer Emerich,Mulher,Rafael Américo Fuhrich,Homem,1
Clara Scheffer Emerich,Mulher,Victor Martins de Sousa,Homem,1
Cleber Fernando Serafin,Homem,Felipe José Rezende de Carvalho,Homem,1
Cleber Fernando Serafin,Homem,João Vitor Zarth,Homem,1
Cleber Fernando Serafin,Homem,Marcos Fernando Schmitt,Homem,1
Cleon X. Pereira Júnior,Homem,Geovanna S. Santos,Mulher,1
Cleon X. Pereira Júnior,Homem,Thaís A. Aires,Mulher,1
Cleon X. Pereira Júnior,Homem,Zara Hoffmann,Mulher,1
Cleyton Gomes,Homem,Gabriel Souza,Homem,1
Cleyton Gomes,Homem,Gustavo Moreira,Homem,1
Cleyton Gomes,Homem,Lúcio Zebendo,Homem,1
Cleyton Gomes,Homem,Rafael Escalfoni,Homem,1
Cleyton Gomes,Homem,Vinícius Vieira,Homem,1
Clézio Silva de Souza,Homem,Pablo Diego Silva da Silva,Homem,1
Clézio Silva de Souza,Homem,Raphael de Aquino Gomes,Homem,1
Clézio Silva de Souza,Homem,Rodrigo Sforni Mota,Homem,1
Cristiane da Silva Stamberg,Mulher,Samuel Müller Forrati,Homem,1
César D. Silva,Homem,Jessica Viana,Mulher,1
César D. Silva,Homem,Melissa Alcantud,Mulher,1
César D. Silva,Homem,Melissa Zanatta,Mulher,1
Daila Rita Becker Nunes,Mulher,Luciéli Tolfo Beque Guerra,Mulher,1
Daniel Diniz,Homem,Otho da Silva Neto,Homem,1
Daniel Diniz,Homem,Tarcísio Marques,Homem,1
Daniela G. S. Freitas,Mulher,Igor Q. Silva,Homem,1
Daniela G. S. Freitas,Mulher,Pablo F. Matos,Homem,1
Daniela G. S. Freitas,Mulher,Saionara S. Araújo,Mulher,1
Danielly Rayanne M. Lima,Mulher,Raissa Ohana F. O e Silva,Mulher,1
Danielly Rayanne M. Lima,Mulher,Álvaro Getúlio Medeiros,Homem,1
Dariane Abich,Mulher,Moraes Neto,Homem,1
Dariane Abich,Mulher,Rafael Parizi,Homem,2
Denis Carvalho,Homem,Fábio Martins,Homem,1
Denis Carvalho,Homem,Ricardo Pimentel,Homem,1
Denis Lima,Homem,Sávio Cantero,Homem,1
Denizar S. Souza,Homem,Rodrigo A. C. da Silva,Homem,1
Denizar S. Souza,Homem,Thales V. Maciel,Homem,1
Denizar S. Souza,Homem,Vinícius do N. Lampert,Homem,1
Diego Jonathan Hoss,Homem,Eduardo Andrade,Homem,1
Edmilson Barbalho C. Neto,Homem,Kadja Alleska S. de Lima,Mulher,1
Edson Lisboa,Homem,Guilherme Esmeraldo,Homem,1
Edson M. da Costa,Homem,Jailton W. Tavares,Homem,1
Edson M. da Costa,Homem,Patrícia P. Diniz,Mulher,1
Edson M. da Costa,Homem,Renato H. Torres,Homem,1
Edson M. da Costa,Homem,Wallyson O. das Mecês,Homem,1
Emily M. Amorim,Mulher,Kelren da Silva Rodrigues,Mulher,1
Emily M. Amorim,Mulher,Nirlene P. da Costa,Mulher,1
Emmerson S. Rita,Homem,Jucimar B. Souza,Homem,1
Emmerson S. Rita,Homem,Marcelo C. Machado,Homem,1
Emmerson S. Rita,Homem,Pedro Pequeno,Homem,1
Emmerson Silva,Homem,Jucimar B. Souza,Homem,1
Emmerson Silva,Homem,Leonardo Vieira,Homem,1
Emmerson Silva,Homem,Marcia Martins,Mulher,1
Emmerson Silva,Homem,Miguel Oliveira,Homem,2
Emmerson Silva,Homem,Neila Xavier,Mulher,1
Emmilly Raianny Bezerra Ferreira,Mulher,Marcos Nascimento Júnior,Homem,1
Emmilly Raianny Bezerra Ferreira,Mulher,Maria Laysa Meneses da Silva,Mulher,1
Emmilly Raianny Bezerra Ferreira,Mulher,Mariana Marques Ferreira,Mulher,1
Emmilly Raianny Bezerra Ferreira,Mulher,Maurício Rabello Silva,Homem,1
Enio Pimenta,Homem,Leonardo Medeiros,Homem,1
Enio Pimenta,Homem,Marcos Costa,Homem,1
Enio Pimenta,Homem,Taígo Pedrosa,Homem,1
Erick Hostin,Homem,Ivo Riegel,Homem,1
Erick Hostin,Homem,Jefferson Chaves,Homem,1
Erick Hostin,Homem,Jeliel Braz,Homem,1
Erick Hostin,Homem,Marcio Piffer,Homem,1
Erick Hostin,Homem,Yuri Salvador,Homem,1
Estela Diaz,Mulher,Lucas Leal,Homem,1
Estela Diaz,Mulher,Pedro Lourenço,Homem,1
Ewerton Andrade,Homem,Matheus Dias Vieira,Homem,1
Fabiano P. Bhering,Homem,Hugo B. Alves,Homem,1
Fabiano P. Bhering,Homem,Marina N. Silva,Mulher,1
Fabiano P. Bhering,Homem,Vinicius F. S. B. Grilo,Homem,1
Felipe José Rezende de Carvalho,Homem,João Vitor Zarth,Homem,1
Felipe José Rezende de Carvalho,Homem,Marcos Fernando Schmitt,Homem,1
Fernando Oliveira,Homem,Joaquim Assunção,Homem,1
Fernando Zanutto,Homem,Luis Guilherme Eich,Homem,1
Fernando Zanutto,Homem,Murillo Weissheimer,Homem,1
Fernando Zanutto,Homem,Vanessa Petró,Mulher,1
Fernando Zanutto,Homem,Vinicius Hartmann Ferreira,Homem,1
Filipe C. Fernandes,Homem,Loham da Silva,Homem,1
Filipe C. Fernandes,Homem,Otacílio Pereira,Homem,1
Francisco Alan de O. Santos,Homem,Pedro A. Fontes Neto,Homem,1
Francisco Almeida,Homem,Marcos Nunes,Homem,1
Francisco Marcos da Silva Rocha,Homem,Fábio de Jesus Lima Gomes,Homem,1
Fábio José Alves,Homem,Gabryella Rocha Rodrigues,Mulher,1
Fábio José Alves,Homem,Leonardo da Silva Moraes,Homem,1
Fábio José Alves,Homem,Rita Rocha Kasahara,Mulher,1
Fábio Martins,Homem,Ricardo Pimentel,Homem,1
Gabriel Souza,Homem,Gustavo Moreira,Homem,1
Gabriel Souza,Homem,Lúcio Zebendo,Homem,1
Gabriel Souza,Homem,Rafael Escalfoni,Homem,1
Gabriel Souza,Homem,Vinícius Vieira,Homem,1
Gabryella Rocha Rodrigues,Mulher,Leonardo da Silva Moraes,Homem,1
Gabryella Rocha Rodrigues,Mulher,Rita Rocha Kasahara,Mulher,1
Geovanna S. Santos,Mulher,Thaís A. Aires,Mulher,1
Geovanna S. Santos,Mulher,Zara Hoffmann,Mulher,1
Gian Flores,Homem,Jaline Mombach,Mulher,1
Gian Flores,Homem,Rudieri Bauer,Homem,1
Gian Flores,Homem,Ângelo Crestani,Homem,1
Giana Ferreira,Homem,Tiago Cherchiglia,Homem,1
Giana Ferreira,Homem,Vinícius Alves Silva,Homem,1
Giovana Santos,Mulher,Ricardo dos Santos,Homem,1
Glederson Santos,Homem,Pedro Mietliki,Homem,1
Gustavo José da Silva,Homem,Ramon Gustavo Teodoro Marques da Silva,Homem,1
Gustavo José da Silva,Homem,Ricardo Vasconcellos de Carvalho Remédio,Homem,1
Gustavo Moreira,Homem,Lúcio Zebendo,Homem,1
Gustavo Moreira,Homem,Rafael Escalfoni,Homem,1
Gustavo Moreira,Homem,Vinícius Vieira,Homem,1
Gustavo Ribeiro,Homem,Juan Barros,Homem,1
Gustavo Ribeiro,Homem,Marcelo de Almeida,Homem,1
Gustavo Ribeiro,Homem,Myllena da Silva,Mulher,1
Gustavo Ribeiro,Homem,Paula de Freitas,Mulher,1
Gustavo Ribeiro,Homem,Rerisson Matos,Homem,1
Helder Rangel,Homem,Heremita Lima,Mulher,1
Helder Rangel,Homem,Nadja Rodrigues,Mulher,1
Helder Rangel,Homem,Samyra Almeida,Mulher,1
Helder Rangel,Homem,Tiago Barbosa,Homem,1
Heloneida Coelho,Mulher,Olavo Brito Neto,Homem,1
Henrique Nunes,Homem,Israel Junior,Homem,1
Henrique Nunes,Homem,Luciano Cabral,Homem,1
Henrique Nunes,Homem,Manoel Neto,Homem,1
Henrique Nunes,Homem,Marlysson Oliveira,Homem,1
Heremita Lima,Mulher,Laís Lima,Mulher,1
Heremita Lima,Mulher,Márcio Júnior,Homem,1
Heremita Lima,Mulher,Nadja Rodrigues,Mulher,1
Heremita Lima,Mulher,Nicoly Almeida,Mulher,1
Heremita Lima,Mulher,Petrus Bento,Homem,1
Heremita Lima,Mulher,Samyra Almeida,Mulher,1
Heremita Lima,Mulher,Tiago Barbosa,Homem,1
Heyder Vágner Ramos,Homem,Marize Lyra Silva Passos,Mulher,1
Heyder Vágner Ramos,Homem,Márcia Oliveira,Mulher,1
Heyder Vágner Ramos,Homem,Rodolfo dos Reis Fontes Novais,Homem,1
Hugo B. Alves,Homem,Marina N. Silva,Mulher,1
Hugo B. Alves,Homem,Vinicius F. S. B. Grilo,Homem,1
Icaro Meneses F. de Santana,Homem,Leila Buarque C. de Matos,Mulher,1
Icaro Meneses F. de Santana,Homem,Nara Strappa F. Doria,Mulher,1
Icaro Meneses F. de Santana,Homem,Paulo Henrique R. de Souza,Homem,1
Icaro Meneses F. de Santana,Homem,Welerson Augusto L. de Jesus Melo,Homem,1
Igor Q. Silva,Homem,Pablo F. Matos,Homem,1
Igor Q. Silva,Homem,Saionara S. Araújo,Mulher,1
Ingrid dos Santos Vilas Verde,Mulher,Maria Teresinha Tamanini Andrade,Mulher,1
Irlon Lamblet,Homem,Luis Silva,Homem,1
Irlon Lamblet,Homem,Rafael Escalfoni,Homem,1
Irlon Lamblet,Homem,Rafael Ferreira,Homem,1
Israel Junior,Homem,Luciano Cabral,Homem,1
Israel Junior,Homem,Manoel Neto,Homem,1
Israel Junior,Homem,Marlysson Oliveira,Homem,1
Ivo Riegel,Homem,Jefferson Chaves,Homem,1
Ivo Riegel,Homem,Jeliel Braz,Homem,1
Ivo Riegel,Homem,Marcio Piffer,Homem,1
Ivo Riegel,Homem,Yuri Salvador,Homem,1
Jadir Arnaldo Júnior,Homem,Leila Buarque,Mulher,1
Jadir Arnaldo Júnior,Homem,Marcelo Cunha,Homem,1
Jailton W. Tavares,Homem,Patrícia P. Diniz,Mulher,1
Jailton W. Tavares,Homem,Renato H. Torres,Homem,1
Jailton W. Tavares,Homem,Wallyson O. das Mecês,Homem,1
Jaline Mombach,Mulher,Rudieri Bauer,Homem,1
Jaline Mombach,Mulher,Ângelo Crestani,Homem,1
Jefferson Chaves,Homem,Jeliel Braz,Homem,1
Jefferson Chaves,Homem,Marcio Piffer,Homem,1
Jefferson Chaves,Homem,Yuri Salvador,Homem,1
Jefferson de Oliveira Chaves,Homem,Leandro Marcos Salgado Alves,Homem,1
Jefferson de Oliveira Chaves,Homem,Michel Luís Rohr,Homem,1
Jeliel Braz,Homem,Marcio Piffer,Homem,1
Jeliel Braz,Homem,Yuri Salvador,Homem,1
Jenifer Melissa de Paula,Mulher,José Valter Amaral de Freitas,Homem,1
Jenifer Melissa de Paula,Mulher,Thatiane de Oliveira Rosa,Mulher,1
Jessica Viana,Mulher,Melissa Zanatta,Mulher,1
Joilson Oliveira Telles,Homem,Lara Mello do Nascimento,Mulher,1
Joilson Oliveira Telles,Homem,Leonardo Renner Koppe,Homem,1
Joilson Oliveira Telles,Homem,Naira Kaieski,Mulher,1
Joilson Oliveira Telles,Homem,William Augusto Pez,Homem,1
José Valter Amaral de Freitas,Homem,Thatiane de Oliveira Rosa,Mulher,1
João Gabriel Silva,Homem,Maria Júlia M. Schettini,Mulher,1
João Gabriel Silva,Homem,Samuel O. Silva,Homem,1
João Vitor Zarth,Homem,Marcos Fernando Schmitt,Homem,1
Juan Barros,Homem,Marcelo de Almeida,Homem,1
Juan Barros,Homem,Myllena da Silva,Mulher,1
Juan Barros,Homem,Paula de Freitas,Mulher,1
Juan Barros,Homem,Rerisson Matos,Homem,1
Jucimar B. Souza,Homem,Leonardo Vieira,Homem,1
Jucimar B. Souza,Homem,Marcelo C. Machado,Homem,1
Jucimar B. Souza,Homem,Pedro Pequeno,Homem,1
Kaio da Silva,Homem,Lucas Mudo de Araújo,Homem,1
Kaio da Silva,Homem,Luis Sampaio,Homem,1
Kaio da Silva,Homem,Marcel L. Rios,Homem,1
Kaio da Silva,Homem,Silvio de Freitas,Homem,1
Karin Komati,Mulher,Kelly Gazolli,Mulher,1
Karin Komati,Mulher,Rosana Jesus,Mulher,1
Karin Komati,Mulher,Sérgio Nery Simões,Homem,1
Karin Komati,Mulher,Wander Fernandes Junior,Homem,1
Kelly Gazolli,Mulher,Wander Fernandes Junior,Homem,1
Kelren da Silva Rodrigues,Mulher,Nirlene P. da Costa,Mulher,1
Lara Mello do Nascimento,Mulher,Leonardo Renner Koppe,Homem,1
Lara Mello do Nascimento,Mulher,Naira Kaieski,Mulher,1
Lara Mello do Nascimento,Mulher,William Augusto Pez,Homem,1
Larissa Sorato Magnus,Mulher,Luhan da Silva Nunes,Homem,1
Larissa Sorato Magnus,Mulher,Lívia Silva Marques,Mulher,1
Larissa Sorato Magnus,Mulher,Matheus Lorenzato Braga,Homem,1
Larissa Sorato Magnus,Mulher,Matheus da Silva Coelho,Homem,1
Larissa Sorato Magnus,Mulher,Victor Martins de Sousa,Homem,1
Laís Lima,Mulher,Márcio Júnior,Homem,1
Laís Lima,Mulher,Nicoly Almeida,Mulher,1
Laís Lima,Mulher,Petrus Bento,Homem,1
Leandro Marcos Salgado Alves,Homem,Michel Luís Rohr,Homem,1
Leila Buarque,Mulher,Marcelo Cunha,Homem,1
Leila Buarque C. de Matos,Mulher,Nara Strappa F. Doria,Mulher,1
Leila Buarque C. de Matos,Mulher,Paulo Henrique R. de Souza,Homem,1
Leila Buarque C. de Matos,Mulher,Welerson Augusto L. de Jesus Melo,Homem,1
Leonardo Medeiros,Homem,Marcos Costa,Homem,1
Leonardo Medeiros,Homem,Taígo Pedrosa,Homem,1
Leonardo Renner Koppe,Homem,Naira Kaieski,Mulher,1
Leonardo Renner Koppe,Homem,William Augusto Pez,Homem,1
Leonardo da Silva Moraes,Homem,Rita Rocha Kasahara,Mulher,1
Loham da Silva,Homem,Otacílio Pereira,Homem,1
Lucas Leal,Homem,Pedro Lourenço,Homem,1
Lucas Mudo de Araújo,Homem,Luis Sampaio,Homem,1
Lucas Mudo de Araújo,Homem,Luiz Fernando Delboni Lomba,Homem,1
Lucas Mudo de Araújo,Homem,Marcel L. Rios,Homem,1
Lucas Mudo de Araújo,Homem,Pedro Henrique Campagna Moura da Silva,Homem,1
Lucas Mudo de Araújo,Homem,Silvio de Freitas,Homem,1
Lucas Mudo de Araújo,Homem,Wesley Eiji Sanches Kanashiro,Homem,1
Lucas de Freitas Kauer,Homem,Raquel Salcedo Gomes,Mulher,1
Lucas de Freitas Kauer,Homem,Rodrigo Remor Oliveira,Homem,1
Luciano Cabral,Homem,Manoel Neto,Homem,1
Luciano Cabral,Homem,Marlysson Oliveira,Homem,1
Luhan da Silva Nunes,Homem,Lívia Silva Marques,Mulher,1
Luhan da Silva Nunes,Homem,Matheus Lorenzato Braga,Homem,1
Luhan da Silva Nunes,Homem,Matheus da Silva Coelho,Homem,1
Luhan da Silva Nunes,Homem,Victor Martins de Sousa,Homem,1
Luis Guilherme Eich,Homem,Murillo Weissheimer,Homem,1
Luis Guilherme Eich,Homem,Vanessa Petró,Mulher,1
Luis Guilherme Eich,Homem,Vinicius Hartmann Ferreira,Homem,2
Luis Otávio A. Nascimento,Homem,Vinicius S. dos S. Silva,Homem,1
Luis Sampaio,Homem,Marcel L. Rios,Homem,1
Luis Sampaio,Homem,Silvio de Freitas,Homem,1
Luis Silva,Homem,Rafael Escalfoni,Homem,1
Luis Silva,Homem,Rafael Ferreira,Homem,1
Luiz Fernando Delboni Lomba,Homem,Pedro Henrique Campagna Moura da Silva,Homem,1
Luiz Fernando Delboni Lomba,Homem,Wesley Eiji Sanches Kanashiro,Homem,1
Lívia Silva Marques,Mulher,Matheus Lorenzato Braga,Homem,1
Lívia Silva Marques,Mulher,Matheus da Silva Coelho,Homem,1
Lívia Silva Marques,Mulher,Victor Martins de Sousa,Homem,1
Lúcio Zebendo,Homem,Rafael Escalfoni,Homem,1
Lúcio Zebendo,Homem,Vinícius Vieira,Homem,1
Manoel Neto,Homem,Marlysson Oliveira,Homem,1
Marcel L. Rios,Homem,Silvio de Freitas,Homem,1
Marcelo C. Machado,Homem,Pedro Pequeno,Homem,1
Marcelo de Almeida,Homem,Myllena da Silva,Mulher,1
Marcelo de Almeida,Homem,Paula de Freitas,Mulher,1
Marcelo de Almeida,Homem,Rerisson Matos,Homem,1
Marcia Martins,Mulher,Miguel Oliveira,Homem,1
Marcio Piffer,Homem,Yuri Salvador,Homem,1
Marcos Costa,Homem,Taígo Pedrosa,Homem,1
Marcos Nascimento Júnior,Homem,Maria Laysa Meneses da Silva,Mulher,1
Marcos Nascimento Júnior,Homem,Mariana Marques Ferreira,Mulher,1
Marcos Nascimento Júnior,Homem,Maurício Rabello Silva,Homem,1
Marcos Vinícius Batista,Homem,Renata Luiza da Costa,Mulher,1
Marcos Vinícius Batista,Homem,Tharles de S. Andrade,Homem,1
Marcos Vinícius Batista,Homem,Yuri dos Reis,Homem,1
Maria Júlia M. Schettini,Mulher,Samuel O. Silva,Homem,1
Maria Laysa Meneses da Silva,Mulher,Mariana Marques Ferreira,Mulher,1
Maria Laysa Meneses da Silva,Mulher,Maurício Rabello Silva,Homem,1
Mariana Marques Ferreira,Mulher,Maurício Rabello Silva,Homem,1
Marina N. Silva,Mulher,Vinicius F. S. B. Grilo,Homem,1
Marize Lyra Silva Passos,Mulher,Márcia Oliveira,Mulher,1
Marize Lyra Silva Passos,Mulher,Rodolfo dos Reis Fontes Novais,Homem,1
Matheus Lorenzato Braga,Homem,Matheus da Silva Coelho,Homem,1
Matheus Lorenzato Braga,Homem,Rafael Américo Fuhrich,Homem,1
Matheus Lorenzato Braga,Homem,Victor Martins de Sousa,Homem,2
Matheus da Silva Coelho,Homem,Victor Martins de Sousa,Homem,1
Miguel Airton Frantz,Homem,Reginaldo Rubens da Silva,Homem,1
Miguel Oliveira,Homem,Neila Xavier,Mulher,1
Moraes Neto,Homem,Rafael Parizi,Homem,1
Murillo Weissheimer,Homem,Vanessa Petró,Mulher,1
Murillo Weissheimer,Homem,Vinicius Hartmann Ferreira,Homem,1
Myllena da Silva,Mulher,Paula de Freitas,Mulher,1
Myllena da Silva,Mulher,Rerisson Matos,Homem,1
Márcia Oliveira,Mulher,Rodolfo dos Reis Fontes Novais,Homem,1
Márcio Júnior,Homem,Nicoly Almeida,Mulher,1
Márcio Júnior,Homem,Petrus Bento,Homem,1
Mônica Vicente,Mulher,Ubirajara Lima Júnior,Homem,1
Nadja Rodrigues,Mulher,Samyra Almeida,Mulher,1
Nadja Rodrigues,Mulher,Tiago Barbosa,Homem,1
Naira Kaieski,Mulher,William Augusto Pez,Homem,1
Nara Strappa F. Doria,Mulher,Paulo Henrique R. de Souza,Homem,1
Nara Strappa F. Doria,Mulher,Welerson Augusto L. de Jesus Melo,Homem,1
Nicoly Almeida,Mulher,Petrus Bento,Homem,1
Otho da Silva Neto,Homem,Tarcísio Marques,Homem,1
Pablo Diego Silva da Silva,Homem,Raphael de Aquino Gomes,Homem,1
Pablo Diego Silva da Silva,Homem,Rodrigo Sforni Mota,Homem,1
Pablo F. Matos,Homem,Saionara S. Araújo,Mulher,1
Patrícia P. Diniz,Mulher,Renato H. Torres,Homem,1
Patrícia P. Diniz,Mulher,Wallyson O. das Mecês,Homem,1
Paula de Freitas,Mulher,Rerisson Matos,Homem,1
Paulo Henrique R. de Souza,Homem,Welerson Augusto L. de Jesus Melo,Homem,1
